,symbol,open,close,high,low,volume,relative_strength,relative_strength_sp500,rank
275,NR,4.3600001335,4.2699999809,4.3899998665,4.1799998283,393100,1.0742338443,1.0747776272,0.90
276,AUY,5.3099999428,5.6500000954,5.7100000381,5.2600002289,34965300,1.0745499460,1.0750938889,0.90
277,SNEX,78.7200012207,75.6500015259,78.7200012207,75.4700012207,57200,1.1072725298,1.0719618135,0.90
278,BCX,11.0699996948,11.0299997330,11.0799999237,10.9399995804,331200,1.0698651210,1.0704066924,0.90
279,AROC,9.8299999237,9.6400003433,9.8699998856,9.4799995422,1165300,1.0674493029,1.0679896514,0.89
280,OIS,8.0399999619,7.7899999619,8.1499996185,7.4499998093,842300,1.0676408035,1.0681812490,0.89
281,LW,66.1999969482,66.5800018311,67.2600021362,66.0000000000,1056800,1.0672976962,1.0672976962,0.89
282,NJR,45.7099990845,46.0400009155,46.5200004578,45.4000015259,327000,1.0627835669,1.0633215536,0.89
283,UNVR,30.8999996185,30.4799995422,31.3999996185,30.4099998474,2013600,1.0631082555,1.0636464066,0.89
284,CVBF,23.9699993134,24.0499992371,24.3400001526,23.8999996185,871100,1.1000591367,1.0649784541,0.89
285,DBI,15.3299999237,15.0399999619,15.6599998474,15.0200004578,973500,1.0628632570,1.0634012840,0.89
286,TRP,56.4700012207,56.8300018311,57.2000007629,56.3300018311,1065400,1.0666282562,1.0671681891,0.89
287,UTL,56.0800018311,56.2700004578,57.4300003052,55.9700012207,57200,1.0616463902,1.0621838013,0.88
288,RIG,4.5300002098,4.4000000954,4.6399998665,4.2199997902,25369100,1.0609795502,1.0615166237,0.88
289,SHLX,14.5100002289,14.5000000000,14.6000003815,14.3299999237,1244900,1.0607022591,1.0612391923,0.88
290,PAA,11.6199998856,11.4300003052,11.6999998093,11.3699998856,3625600,1.0931099393,1.0582508653,0.88
291,BECN,62.6199989319,61.7500000000,63.3199996948,60.9399986267,425100,1.0962094116,1.0612514960,0.88
292,CTS,38.6899986267,38.4399986267,38.9099998474,38.4399986267,94100,1.0571946452,1.0577298028,0.87
293,DNOW,11.3299999237,11.0200004578,11.3500003815,10.8950004578,447800,1.0575110309,1.0580463486,0.87
294,PAGP,12.1899995804,12.0799999237,12.2500000000,11.9499998093,1574000,1.0879055332,1.0532124268,0.86
295,OSBC,14.7200002670,14.4399995804,14.9099998474,14.3500003815,288800,1.0856333459,1.0510126991,0.86
296,DXR,12.6700000763,12.6899995804,13.0000000000,12.3999996185,1600,1.0831663658,1.0486243905,0.85
297,SLP,48.2400016785,47.8499984741,49.2799987793,47.5499992371,82200,1.0779062297,1.0435319992,0.84
298,PSN,39.8699989319,38.4599990845,39.8849983215,38.4300003052,371300,1.0367993972,1.0373242306,0.81
299,KEX,68.4000015259,68.0100021362,68.7799987793,67.5100021362,364900,1.0347842803,1.0353080936,0.79
300,AMPI,9.7899999619,9.7899999619,9.7899999619,9.7899999619,0,1.0334271991,1.0339503255,0.77
301,MNTX,7.1199998856,7.7199997902,7.7199997902,7.1199998856,700,1.0679387662,1.0338823963,0.76
302,BHR,6.0399999619,5.9600000381,6.2300000191,5.9099998474,980600,1.0333827562,1.0339058601,0.76
