,symbol,close,volume,relative_strength_sp500,rank
0,CVX,175.3999938965,9531887,1.1711370094,1.00
1,MRK,87.1800003052,7928279,1.1056382574,0.97
2,UNH,484.6300048828,2600182,1.0734201485,0.93
3,KO,61.4099998474,14910671,1.0717313860,0.90
4,MCD,237.3800048828,1868440,1.0606745036,0.86
5,IBM,136.1900024414,4661716,1.0582282050,0.83
6,AMGN,240.0099945068,2910866,1.0560406650,0.79
7,JNJ,172.5500030518,6609295,1.0518706147,0.76
8,TRV,169.3000030518,1181965,1.0516209498,0.72
