,symbol,close,relative_strength_sp500,rank
88,GRIN,24.8999996185,1.3565265505,0.99
89,FRGE,19.5699996948,1.4090044570,0.99
90,GREE,4.7800002098,1.4723846913,0.99
91,LNTH,68.5199966431,1.4013188913,0.99
92,LVLU,18.7700004578,1.4222577227,0.99
93,LXU,20.1200008392,1.4125171728,0.99
94,MARPS,8.8199996948,1.4028099765,0.99
95,FCUV,13.9700002670,1.3210199792,0.99
96,ERF,14.8400001526,1.2943151019,0.99
97,EQT,47.7200012207,1.4776277215,0.99
98,MRIN,2.0399999619,1.3491328548,0.99
99,MRO,31.4300003052,1.3336741337,0.99
100,EGY,7.6599998474,1.3681161886,0.99
101,NAOV,0.7080000043,1.3600022955,0.99
102,NC,57.6899986267,1.4233942151,0.99
103,NEX,10.8999996185,1.3634622615,0.99
104,DXLG,4.6799998283,1.3366497438,0.99
105,DVN,74.9000015259,1.3402171241,0.99
106,WFRD,33.8400001526,1.3472315002,0.99
107,NRP,47.7200012207,1.3331560247,0.99
108,NRT,18.0100002289,1.3604082706,0.99
109,DOGZ,4.0000000000,1.4199583089,0.99
110,NURO,4.3899998665,1.4023636357,0.99
111,DDS,301.4800109863,1.3221880461,0.99
112,DATSW,0.3289999962,1.4301206208,0.99
113,GDYN,18.0100002289,1.3065765931,0.99
114,CVI,34.4300003052,1.4161565732,0.99
115,CVE,23.1700000763,1.3775972417,0.99
116,CTRA,34.3300018311,1.3274277775,0.99
117,VRTV,145.3500061035,1.3174570925,0.99
118,OXY,69.3099975586,1.3859030131,0.99
119,GLOP,5.2899999619,1.2602055176,0.98
120,GNK,25.2500000000,1.2442156896,0.98
121,GOGL,14.7600002289,1.2419687807,0.98
122,WTI,6.7300000191,1.2412308552,0.98
123,WLL,88.4599990845,1.2295818590,0.98
124,VYGR,6.0599999428,1.2310825278,0.98
125,VOC,7.7800002098,1.2458161388,0.98
126,VLO,129.6000061035,1.2696769727,0.98
127,VIST,9.1300001144,1.2791767831,0.98
128,VALU,70.6100006104,1.2385403912,0.98
129,ALB,260.4200134277,1.2226194132,0.98
130,UAN,129.6999969482,1.2890252483,0.98
131,AMPH,37.1399993896,1.2325573597,0.98
132,TTI,5.0199999809,1.2309822816,0.98
133,APLD,4.8299999237,1.2625560630,0.98
134,APTS,24.9400005341,1.2661151866,0.98
135,TRMD,13.3999996185,1.2569403395,0.98
136,ASC,6.9800000191,1.2576042541,0.98
137,ASRT,3.0099999905,1.2742252950,0.98
138,ZIM,63.6699981689,1.2290477596,0.98
139,AVD,24.6800003052,1.2371295866,0.98
140,SU,40.0140762329,1.2321576241,0.98
141,SRTS,8.6700000763,1.2338544353,0.98
142,BFRI,2.8699998856,1.2641607576,0.98
143,SLVM,50.7400016785,1.2744885765,0.98
144,BLU,7.9400000572,1.2471553990,0.98
145,SITM,213.0000000000,1.2860820370,0.98
146,SBR,76.6800003052,1.2887189028,0.98
147,BSM,16.1200008392,1.2286403999,0.98
148,ROCC,42.8100013733,1.2736576700,0.98
149,CCXI,22.2700004578,1.2919163559,0.98
150,RGC,30.1200008392,1.2852903744,0.98
151,RES,9.3599996567,1.2348539083,0.98
152,CERE,26.1299991608,1.2424727986,0.98
153,CHK,97.3799972534,1.2406303769,0.98
154,PRPH,9.0500001907,1.2409343373,0.98
155,CLINW,0.2210000008,1.2500153615,0.98
156,CLMT,13.8900003433,1.2536081298,0.98
157,CLR,68.0699996948,1.2404585742,0.98
158,CNQ,66.3300018311,1.2248725149,0.98
159,PDCE,79.1399993896,1.2229991253,0.98
160,PBR,13.8800001144,1.2219086245,0.98
161,COP,112.3600006104,1.2222491223,0.98
162,CPG,8.8400001526,1.2664110335,0.98
163,PANL,6.7100000381,1.2247665243,0.98
164,CRT,19.6100006104,1.2520129837,0.98
165,OVV,55.9900016785,1.2490738746,0.98
166,CVEO,30.2000007629,1.2397609583,0.98
167,CXW,12.8699998856,1.2353061235,0.98
168,OAS,158.7299957275,1.2397670343,0.98
169,NVCT,15.0299997330,1.2672375854,0.98
170,DINO,49.0999984741,1.2520807153,0.98
171,DK,29.1599998474,1.2615473141,0.98
172,DMLP,30.8899993896,1.2714879099,0.98
173,NOG,32.6899986267,1.2373682156,0.98
174,NFE,46.5900001526,1.2224437698,0.98
175,NEON,7.3000001907,1.2803333598,0.98
176,NBR,166.7700042725,1.2251231892,0.98
177,EGLE,73.2600021362,1.2499679951,0.98
178,MVO,11.7799997330,1.2268434617,0.98
179,MUSA,249.1199951172,1.2339985403,0.98
180,MUR,42.4199981689,1.2261972606,0.98
181,ENLC,11.3999996185,1.2812419755,0.98
182,MTDR,60.9000015259,1.2443405910,0.98
183,EQRX,5.5599999428,1.2571177286,0.98
184,ESTE,18.0200004578,1.2553204926,0.98
185,MNRL,30.3099994659,1.2212212251,0.98
186,MN,12.6999998093,1.2542836342,0.98
187,MGY,27.6100006104,1.2603002923,0.98
188,METC,13.5699996948,1.2572306995,0.98
189,LTHM,31.7900009155,1.2324080577,0.98
190,FLNG,26.8199996948,1.2211132430,0.98
191,IRTC,140.8500061035,1.2652785664,0.98
192,IPI,65.8700027466,1.2617236336,0.98
193,GCBC,55.9900016785,1.2577683332,0.98
194,HSON,38.7700004578,1.2699720292,0.98
195,HP,50.3499984741,1.2499306005,0.98
196,HNRG,4.8200001717,1.2813932431,0.98
197,HMLP,9.0799999237,1.2795077994,0.98
198,GLNG,25.3299999237,1.2925464676,0.98
199,TCDA,8.3400001526,1.1985600594,0.97
200,RYI,30.0149993896,1.2005506605,0.97
201,TECK,41.5400009155,1.1874581086,0.97
202,XOM,96.0000000000,1.1842141673,0.97
203,TALO,21.6000003815,1.2136781313,0.97
204,MOS,62.5000000000,1.1944148839,0.97
205,RTLR,17.0900001526,1.2050084972,0.97
206,RSVRW,1.7899999619,1.2018064305,0.97
207,EPAM,338.5199890137,1.1921313806,0.97
208,TRGP,72.0199966431,1.1838166747,0.97
209,PSCE,11.3299999237,1.1906014018,0.97
210,EQNR,37.6599998474,1.1916913293,0.97
211,STON,3.4300000668,1.1952126585,0.97
212,IPWR,13.1999998093,1.2089040871,0.97
213,CC,43.0900001526,1.2065664748,0.97
214,CVX,174.6600036621,1.1848630223,0.97
215,FMAO,40.2999992371,1.1970216980,0.97
216,FTXN,29.7399997711,1.2012711894,0.97
217,PTSI,27.8500003815,1.2099625101,0.97
218,TRQ,28.0699996948,1.2185870828,0.97
219,SWCH,33.7500000000,1.2050064117,0.97
220,NSYS,11.5200004578,1.1985476253,0.97
221,FGBI,29.2000007629,1.2160248464,0.97
222,FANG,152.0200042725,1.2153056372,0.97
223,DSX,6.3400001526,1.1833221169,0.97
224,FLMN,7.4099998474,1.2160729953,0.97
225,RELL,13.9700002670,1.1894432229,0.97
226,BAOS,1.3700000048,1.1952721909,0.97
227,PXD,277.9400024414,1.2131713290,0.97
228,DHX,6.7100000381,1.2148658162,0.97
229,CEPU,3.9400000572,1.1871605629,0.97
230,PXI,48.5499992371,1.2150542965,0.97
231,BBW,20.3899993896,1.2025567698,0.97
232,CF,98.7699966431,1.2177733925,0.97
233,TUFN,12.6700000763,1.1851028434,0.97
234,SPTN,34.4099998474,1.1856433959,0.97
235,PHUN,1.4500000477,1.1983312689,0.97
236,GOGO,20.2600002289,1.2194370062,0.97
237,EOLS,12.8999996185,1.2209449924,0.97
238,EOG,136.9600067139,1.2029086230,0.97
239,SOI,13.4799995422,1.1852169350,0.97
240,BHVN,143.7299957275,1.2070499255,0.97
241,CNX,21.7199993134,1.2005981169,0.97
242,MNKD,4.1799998283,1.1960641049,0.97
243,TMDX,29.1700000763,1.1921623164,0.97
244,PFSW,12.9300003052,1.2005782794,0.97
245,JKS,61.2700004578,1.2009698047,0.97
246,VRPX,1.4199999571,1.2043932270,0.97
247,BLTE,15.1199998856,1.1865481498,0.97
248,EIGR,6.9400000572,1.1981787066,0.97
249,OXBR,5.1999998093,1.1900657824,0.97
250,GPOR,96.7500000000,1.2060983478,0.97
251,LPG,17.0000000000,1.2119934217,0.97
252,ESEA,32.7799987793,1.2126190521,0.97
253,VNOM,33.5600013733,1.2134944604,0.97
254,MSP,35.1100006104,1.1892969417,0.97
255,ISIG,10.5799999237,1.2019300763,0.97
256,MPC,101.7900009155,1.2032729674,0.97
257,PME,1.0199999809,1.2166106897,0.97
258,HRB,35.2400016785,1.1975520052,0.97
259,TNK,20.6499996185,1.1931899391,0.97
260,HCC,33.6199989319,1.1902173720,0.97
261,CLINR,0.2300000042,1.2104761048,0.97
262,SBLK,31.0987396240,1.2020366642,0.97
263,BRY,11.1300001144,1.2186718815,0.97
264,SARK,61.8699989319,1.2163222860,0.97
265,PNRG,84.6600036621,1.2009436665,0.97
266,HAL,40.5000000000,1.2053558131,0.97
267,PPIH,11.7299995422,1.2047777194,0.97
268,HHS,9.0600004196,1.1906567694,0.97
269,SAIL,63.4399986267,1.2151745125,0.97
270,FHTX,12.8999996185,1.1717669731,0.96
271,TOI,9.0100002289,1.1798266404,0.96
272,SOGU,45.5200004578,1.1602453409,0.96
273,NDP,32.4700012207,1.1817823148,0.96
274,NUTX,9.9799995422,1.1554394684,0.96
275,VST,26.3700008392,1.1585106585,0.96
276,NE,36.2799987793,1.1523451985,0.96
277,GFF,32.0699996948,1.1578574275,0.96
278,LAC,24.5300006866,1.1801585924,0.96
279,PDBC,19.5100002289,1.1524884556,0.96
280,WOW,21.9799995422,1.1570912118,0.96
281,ULH,27.8899993896,1.1532367127,0.96
282,PMTS,18.0100002289,1.1774696544,0.96
283,TGS,6.7600002289,1.1556248615,0.96
284,ZTEK,2.2300000191,1.1634869411,0.96
285,OFS,12.7100000381,1.1546910429,0.96
286,MBII,1.1699999571,1.1702871142,0.96
287,CYXT,14.8199996948,1.1572417084,0.96
288,CIB,44.9099998474,1.1692716357,0.96
289,LPI,84.1699981689,1.1515247519,0.96
290,UTHR,230.3399963379,1.1511210060,0.96
291,PLAB,21.7399997711,1.1624988526,0.96
292,CPE,58.4599990845,1.1668868976,0.96
293,BKR,35.9799995422,1.1557808835,0.96
294,ELP,7.6100001335,1.1740645543,0.96
295,ACI,30.5499992371,1.1529136062,0.96
296,SLCA,17.6800003052,1.1790744986,0.96
297,TCI,45.5000000000,1.1494606179,0.96
298,MCK,328.6900024414,1.1683484416,0.96
299,CTT,11.7899999619,1.1668311608,0.96
300,ALCO,42.1699981689,1.1581269498,0.96
301,GNE,8.2299995422,1.1726184520,0.96
302,DVAX,11.8599996567,1.1784685912,0.96
303,HES,123.0699996948,1.1564915825,0.96
304,NL,9.1800003052,1.1693918624,0.96
305,NTR,97.1900024414,1.1503368932,0.96
306,OPCH,30.3600006104,1.1624967637,0.96
307,CWCO,14.1499996185,1.1584314639,0.96
308,SWX,93.1299972534,1.1609026011,0.96
309,FLR,28.2299995422,1.1787724093,0.96
310,LAUR,12.7299995422,1.1487559004,0.96
311,PPC,33.3199996948,1.1776460872,0.96
312,FATBP,20.2900009155,1.1571421662,0.96
313,DLNG,4.1199998856,1.1560548581,0.96
314,EVA,77.8899993896,1.1545788702,0.96
315,SBFM,1.2999999523,1.1751496139,0.96
316,CDR,26.4699993134,1.1827793736,0.96
317,PRCT,39.1199989319,1.1566170038,0.96
318,ONDS,7.2300000191,1.1588998607,0.96
319,ANY,1.0599999428,1.1593790018,0.96
320,WIRE,125.0199966431,1.1573651991,0.96
321,NRG,46.0400009155,1.1557134361,0.96
322,TSEM,48.2599983215,1.1492494833,0.96
323,REDU,1.3700000048,1.1660146522,0.96
324,KRP,18.9599990845,1.1830188444,0.96
325,TMST,23.1000003815,1.1806476245,0.96
326,ATEN,15.4099998474,1.1511080947,0.96
327,TS,33.3400001526,1.1759251569,0.96
328,NRGV,15.2399997711,1.1719772794,0.96
329,JMSB,27.6700000763,1.1707383575,0.96
330,ATGE,32.6199989319,1.1515275834,0.96
331,SAMG,20.8400001526,1.1567767975,0.96
332,OLN,65.7900009155,1.1541220408,0.96
333,OIS,7.7399997711,1.1785855532,0.96
334,CYBE,44.7500000000,1.1519733440,0.96
335,CYTK,39.9000015259,1.1811928511,0.96
336,ARIS,20.4300003052,1.1733365294,0.96
337,COMT,43.5999984741,1.1520857082,0.96
338,SSL,26.0100002289,1.1559329202,0.96
339,PCOM,24.6700000763,1.1622247457,0.96
340,EPSN,6.9800000191,1.1730643088,0.96
341,POLY,39.4799995422,1.1618621454,0.96
342,GEO,7.1100001335,1.1484072436,0.96
343,MMLP,4.0999999046,1.1751928412,0.96
344,LLY,313.4400024414,1.1742069595,0.96
345,EDRY,28.3099994659,1.1643650372,0.96
346,SOTK,6.0100002289,1.1722747377,0.96
347,WSTG,37.8100013733,1.1436763949,0.95
348,CPHC,22.1000003815,1.1388499084,0.95
349,ASIX,46.3300018311,1.1462926366,0.95
350,GO,38.2500000000,1.1334697240,0.95
351,KRO,19.0499992371,1.1306019035,0.95
352,PAM,23.6700000763,1.1476786785,0.95
353,SUMR,11.7899999619,1.1464578909,0.95
354,CRGE,4.3800001144,1.1364855121,0.95
355,OWLT,4.8000001907,1.1286088044,0.95
356,KR,52.9700012207,1.1284521413,0.95
357,ENPH,186.1900024414,1.1360252532,0.95
358,CTVA,62.6199989319,1.1306935282,0.95
359,KNTK,84.0400009155,1.1400722745,0.95
360,STRS,42.8499984741,1.1327177008,0.95
361,WTTR,8.4700002670,1.1312997910,0.95
362,INSW,24.1299991608,1.1406660046,0.95
363,KEN,55.8400001526,1.1290326200,0.95
364,ALKS,29.8500003815,1.1447930676,0.95
365,IMXI,20.6200008392,1.1462069171,0.95
366,ESQ,38.1800003052,1.1445257062,0.95
367,BGR,12.9700002670,1.1308283028,0.95
368,EMO,29.9099998474,1.1345258286,0.95
369,AMAL,21.7299995422,1.1446601419,0.95
370,EMCF,36.0499992371,1.1443287766,0.95
371,SMM,8.5000000000,1.1458008133,0.95
372,SMCI,50.0600013733,1.1473942327,0.95
373,BKEP,4.5300002098,1.1280917706,0.95
374,ARQQ,7.7699999809,1.1312715800,0.95
375,SLB,45.9599990845,1.1404776163,0.95
376,EVGOW,2.2400000095,1.1317080841,0.95
377,SIMO,90.3099975586,1.1476425128,0.95
378,MYE,23.7999992371,1.1478858837,0.95
379,SHEL,59.2200012207,1.1382291014,0.95
380,WMK,73.5199966431,1.1412264899,0.95
381,WMB,37.0600013733,1.1451047146,0.95
382,UNM,36.4500007629,1.1390728915,0.95
383,EDN,6.0999999046,1.1320599118,0.95
384,SDH,1.9259999990,1.1377318490,0.95
385,BCTX,5.0100002289,1.1476098845,0.95
386,EC,16.8999996185,1.1329199123,0.95
387,BCBP,20.1700000763,1.1279526096,0.95
388,EXC,49.1500015259,1.1439790574,0.95
389,NFG,73.5299987793,1.1380822209,0.95
390,USOI,5.7399997711,1.1406716314,0.95
391,SYNL,16.0499992371,1.1318569057,0.95
392,LIDR,5.8600001335,1.1464487374,0.95
393,CAL,28.4599990845,1.1414632809,0.95
394,ACC,65.0000000000,1.1322143204,0.95
395,STGW,7.9099998474,1.1455288884,0.95
396,CBIO,1.2400000095,1.1465964519,0.95
397,NKTX,14.4300003052,1.1288515229,0.95
398,RNDB,25.9500007629,1.1311385342,0.95
399,RLYB,13.6000003815,1.1295233171,0.95
400,LFLY,10.5900001526,1.1357853179,0.95
401,NPTN,15.4099998474,1.1297798169,0.95
402,NR,4.3000001907,1.1299779713,0.95
403,LRN,39.1100006104,1.1296654738,0.95
404,MGPI,96.8600006104,1.1386712955,0.95
405,SWIR,22.1900005341,1.1327949905,0.95
406,NSEC,16.2299995422,1.1312257063,0.95
407,STLD,85.3799972534,1.1382488458,0.95
408,MNTK,12.9300003052,1.1335022822,0.95
409,PRTA,27.2299995422,1.1397272953,0.95
410,PRT,9.9700002670,1.1392817290,0.95
411,DLTR,160.3300018311,1.1335887897,0.95
412,CLFD,61.7999992371,1.1383834276,0.95
413,PNBK,14.4600000381,1.1384006645,0.95
414,AMX,21.3400001526,1.1325393175,0.95
415,DKL,53.6199989319,1.1382416318,0.95
416,PLAN,65.5999984741,1.1382143473,0.95
417,PHX,3.5000000000,1.1449078555,0.95
418,PEO,22.9799995422,1.1430348010,0.95
419,NVGS,13.5699996948,1.1420575685,0.95
420,ISSC,8.7399997711,1.1385033681,0.95
421,COKE,564.9699707031,1.1443241618,0.95
422,AZPN,193.4900054932,1.1362368450,0.95
423,RMNI,6.1799998283,1.1212245486,0.94
424,RNGR,10.4799995422,1.1170955361,0.94
425,HLIT,9.6300001144,1.1123520833,0.94
426,GSM,7.1799998283,1.1125320462,0.94
427,NTG,37.9900016785,1.1134775783,0.94
428,UTI,9.0799999237,1.1143982506,0.94
429,ITCI,57.4000015259,1.1212246178,0.94
430,AMEH,37.5400009155,1.1185371025,0.94
431,EYES,2.3499999046,1.1193833930,0.94
432,BANF,90.7300033569,1.1232480790,0.94
433,ADM,90.8199996948,1.1200841706,0.94
434,TTE,58.7999992371,1.1124599103,0.94
435,MIRM,23.3899993896,1.1197717366,0.94
436,MCLD,3.7699999809,1.1211337171,0.94
437,ADMA,2.0499999523,1.1230268312,0.94
438,NGVC,17.6599998474,1.1185762468,0.94
439,EXLS,142.1900024414,1.1268927477,0.94
440,LBRT,16.2700004578,1.1230318567,0.94
441,NGS,14.2500000000,1.1143614010,0.94
442,WHD,52.4199981689,1.1181077063,0.94
443,AMC,14.3400001526,1.1275912633,0.94
444,TNP,10.7600002289,1.1244667288,0.94
445,IDRA,0.6999999881,1.1177595579,0.94
446,WLK,132.1100006104,1.1212625413,0.94
447,PAG,115.1399993896,1.1220085469,0.94
448,WSR,12.2500000000,1.1199498635,0.94
449,EBR,8.7899999619,1.1219892940,0.94
450,SBS,9.6300001144,1.1184963735,0.94
451,SCI,70.0299987793,1.1143825479,0.94
452,SCSC,38.7400016785,1.1213059705,0.94
453,SFL,11.2500000000,1.1177802071,0.94
454,EVH,28.1299991608,1.1136163533,0.94
455,WES,27.6499996185,1.1127321535,0.94
456,AZO,2059.6499023438,1.1137243745,0.94
457,JILL,19.3999996185,1.1121987473,0.94
458,SIRE,19.0200004578,1.1260494343,0.94
459,CLW,34.3499984741,1.1173704238,0.94
460,CRC,43.6699981689,1.1262263481,0.94
461,IMKTA,89.0599975586,1.1162180882,0.94
462,ATKR,108.9199981689,1.1128206320,0.94
463,TTP,29.7600002289,1.1164180842,0.94
464,SND,3.3800001144,1.1193961738,0.94
465,FULC,7.1199998856,1.1247141697,0.94
466,ALJJ,2.0199999809,1.1131220702,0.94
467,CMRE,14.2200002670,1.1206656182,0.94
468,AMRK,76.0299987793,1.1252025397,0.94
469,SPLP,41.8800010681,1.1218250894,0.94
470,BG,118.3199996948,1.1159274157,0.94
471,PHI,36.9900016785,1.1139119101,0.94
472,AA,61.7200012207,1.1206852597,0.94
473,ON,60.6800003052,1.1121754924,0.94
474,PFE,53.0400009155,1.1150465644,0.94
475,SURG,4.5999999046,1.1208310774,0.94
476,CTR,31.2900009155,1.1246645070,0.94
477,PBA,40.2400016785,1.1173203222,0.94
478,NVOS,2.0499999523,1.1260598833,0.94
479,LND,6.8699998856,1.1137175937,0.94
480,AMOV,21.0200004578,1.1250697992,0.94
481,DCP,35.9099998474,1.1169444296,0.94
482,WEYS,28.0000000000,1.1144688519,0.94
483,CEM,35.7900009155,1.1180595365,0.94
484,CNR,24.5499992371,1.1151903131,0.94
485,LC,15.7200002670,1.1198444665,0.94
486,AFG,141.3000030518,1.1186422968,0.94
487,MRK,92.0299987793,1.1121198617,0.94
488,PUYI,7.9800000191,1.1210611951,0.94
489,NREF,24.4300003052,1.1136242726,0.94
490,ICL,10.7419996262,1.1167588941,0.94
491,TX,43.9700012207,1.1237234118,0.94
492,FPI,15.0200004578,1.1201812441,0.94
493,CDEV,7.9400000572,1.1221185834,0.94
494,WRB,71.1299972534,1.1262184607,0.94
495,ICPT,18.1000003815,1.1194625660,0.94
496,ESLT,204.7700042725,1.1162332221,0.94
497,NLSN,25.5000000000,1.1241797136,0.94
498,NVEE,123.1800003052,1.1113970895,0.93
499,ET,11.6599998474,1.0981802726,0.93
500,ETRN,7.8699998856,1.1002526721,0.93
501,EURN,12.7400007248,1.1074241926,0.93
502,HNP,19.9899997711,1.1042216383,0.93
503,EXTN,6.1100001335,1.1006294548,0.93
504,UFPT,76.4499969482,1.1089851332,0.93
505,BELFA,21.5300006866,1.1054909241,0.93
506,MDIA,3.5999999046,1.1120292614,0.93
507,FET,24.7399997711,1.0983018514,0.93
508,ATI,27.5000000000,1.1002163922,0.93
509,TIMB,14.9200000763,1.1091157474,0.93
510,ULTA,423.1000061035,1.1012470704,0.93
511,SJI,34.8499984741,1.1012964685,0.93
512,AROC,10.0299997330,1.0999729103,0.93
513,TA,39.0499992371,1.1082138653,0.93
514,TYG,33.8400001526,1.1067930940,0.93
515,SGLY,4.5000000000,1.0997293066,0.93
516,SENEB,58.0000000000,1.1010824906,0.93
517,SBT,6.6199998856,1.1052455927,0.93
518,ASTS,8.3199996948,1.1021773188,0.93
519,TPL,1565.9899902344,1.0998030738,0.93
520,BXC,82.6600036621,1.1024835912,0.93
521,CACC,595.3099975586,1.1035165417,0.93
522,ARC,2.9900000095,1.0981343742,0.93
523,CAPL,22.4599990845,1.1059150456,0.93
524,ASPS,10.5100002289,1.1013745302,0.93
525,RGP,18.4699993134,1.1011663699,0.93
526,CDRE,25.1900005341,1.0997685558,0.93
527,TVTY,32.4000015259,1.1034719502,0.93
528,CEN,17.6599998474,1.1065610569,0.93
529,QUIK,6.5399999619,1.1076388825,0.93
530,VIV,10.7399997711,1.1094105425,0.93
531,VIVO,27.5000000000,1.1014034258,0.93
532,PUMP,13.0500001907,1.1072580355,0.93
533,CHS,4.9499998093,1.0989248492,0.93
534,PTNR,7.2800002098,1.0997987772,0.93
535,PSX,100.8099975586,1.1104079105,0.93
536,PSB,187.6300048828,1.1079312071,0.93
537,Y,833.7800292969,1.1039889343,0.93
538,PRFT,97.9100036621,1.0989092594,0.93
539,GTLS,175.8800048828,1.1043185870,0.93
540,GTYH,5.9200000763,1.1111910598,0.93
541,PLUS,56.7400016785,1.1017350501,0.93
542,CLSD,1.2999999523,1.1046073144,0.93
543,CNP,32.0499992371,1.1074254829,0.93
544,TGAN,6.0100002289,1.1042391592,0.93
545,COCO,12.2600002289,1.1082076275,0.93
546,PBHC,19.2999992371,1.0998488784,0.93
547,PBFX,16.2800006866,1.1017653618,0.93
548,PARR,16.3999996185,1.1027797861,0.93
549,JAKK,12.3299999237,1.1120212401,0.93
550,PAC,150.3800048828,1.1096983109,0.93
551,FTGC,29.2000007629,1.1001689308,0.93
552,XPOF,18.8799991608,1.1085559854,0.93
553,VRTX,268.6499938965,1.1055737242,0.93
554,OTTR,65.3899993896,1.1088753498,0.93
555,CUTR,44.9900016785,1.0991894886,0.93
556,ORA,83.9599990845,1.0990085382,0.93
557,CWEN,35.0499992371,1.1016504490,0.93
558,KMF,8.6199998856,1.1009764773,0.93
559,NVO,110.4000015259,1.1050740144,0.93
560,LCID,20.1800003052,1.0993662759,0.93
561,NRGX,15.4200000763,1.1104455971,0.93
562,NOV,20.0000000000,1.1087311025,0.93
563,ACHC,71.1699981689,1.0982114776,0.93
564,DXR,12.6300001144,1.1115374921,0.93
565,GGB,6.0999999046,1.1076161252,0.93
566,ED,99.2600021362,1.1069100976,0.93
567,CEG,62.0800018311,1.0994036323,0.93
568,HALO,45.9799995422,1.0993055733,0.93
569,GLP,29.7000007629,1.0993658415,0.93
570,MTOR,36.1699981689,1.1004685095,0.93
