,symbol,close,relative_strength_sp500,rank
571,ENOB,5.2600002289,1.1094885570,0.93
572,XAIR,5.7100000381,1.1033090939,0.93
573,MRNA,145.3300018311,1.1119548568,0.93
574,OGE,41.2999992371,1.0870211323,0.92
575,BVH,27.8600006104,1.0880212574,0.92
576,NTUS,32.7900009155,1.0930285202,0.92
577,HGLB,10.6199998856,1.0933816298,0.92
578,EZPW,7.5799999237,1.0975368065,0.92
579,DY,93.1100006104,1.0927831094,0.92
580,SB,4.7600002289,1.0925552028,0.92
581,ISEE,10.4399995804,1.0877588568,0.92
582,MIC,3.8199999332,1.0870013853,0.92
583,ARCO,7.8200001717,1.0877750039,0.92
584,GEL,12.2399997711,1.0966912778,0.92
585,HRMY,43.5999984741,1.0961331031,0.92
586,USAC,18.3600006104,1.0926338883,0.92
587,HESM,32.5900001526,1.0980899506,0.92
588,DPRO,1.1100000143,1.0917636985,0.92
589,DLHC,16.5499992371,1.0901252125,0.92
590,EQS,2.5599999428,1.0876591244,0.92
591,SEATW,2.2699999809,1.0957026312,0.92
592,BRDG,19.3099994659,1.0884586513,0.92
593,NCSM,39.5699996948,1.0906676335,0.92
594,SENEA,56.8499984741,1.0906724777,0.92
595,VG,19.3700008392,1.0980524598,0.92
596,BP,32.3699989319,1.0918965573,0.92
597,SES,6.7800002098,1.0884363255,0.92
598,HPQ,38.8400001526,1.0923232479,0.92
599,CSL,254.4299926758,1.0892047082,0.92
600,BNTX,161.2245635986,1.0884215551,0.92
601,REGN,664.7399902344,1.0966371027,0.92
602,TTM,28.5000000000,1.0964333144,0.92
603,EIX,69.9100036621,1.0936178024,0.92
604,IRM,53.9000015259,1.0918433554,0.92
605,LPLA,196.1900024414,1.0927228515,0.92
606,AEL,40.2599983215,1.0962421398,0.92
607,ETTX,2.1800000668,1.0923228563,0.92
608,BIS,28.4899997711,1.0955122290,0.92
609,SO,75.6600036621,1.0936218034,0.92
610,KRT,19.6299991608,1.0892485673,0.92
611,ANIX,3.5899999142,1.0872744430,0.92
612,MP,39.4300003052,1.0881102288,0.92
613,SPH,17.0499992371,1.0948923056,0.92
614,DTM,58.0999984741,1.0914044770,0.92
615,DGICB,16.1200008392,1.0932365872,0.92
616,ASAI,16.5200004578,1.0882255757,0.92
617,ITUB,5.4769997597,1.0966847866,0.92
618,MPWR,450.3900146484,1.0940305170,0.92
619,SRE,163.8600006104,1.0911427952,0.92
620,ZEUS,34.1699981689,1.0959399454,0.92
621,EPD,27.4200000763,1.0917707998,0.92
622,RLI,121.1200027466,1.0941921887,0.92
623,FDUS,19.8099994659,1.0869714179,0.92
624,CSGS,62.1899986267,1.0919000895,0.92
625,FCN,168.0000000000,1.0869141164,0.92
626,MODD,4.7500000000,1.0974281545,0.92
627,ABC,154.7899932861,1.0967714799,0.92
628,FWONA,57.0200004578,1.0948849034,0.92
629,FWONK,62.2900009155,1.0891575221,0.92
630,ASH,107.0199966431,1.0922683170,0.92
631,ANTM,509.6099853516,1.0969045469,0.92
632,ROG,265.3800048828,1.0954267977,0.92
633,GERN,1.3799999952,1.0907460660,0.92
634,SREV,1.4600000381,1.0914311126,0.92
635,AOSL,43.9300003052,1.0916236404,0.92
636,KNSL,219.8800048828,1.0876219352,0.92
637,RSG,133.8399963379,1.0875050251,0.92
638,JT,1.8099999428,1.0894207849,0.92
639,CTO,65.8899993896,1.0902686123,0.92
640,CALM,47.7299995422,1.0890629748,0.92
641,GPRK,16.7700004578,1.0894595002,0.92
642,OVBC,30.7000007629,1.0923764593,0.92
643,KOF,59.6500015259,1.0936934436,0.92
644,DOCN,48.8499984741,1.0897704019,0.92
645,ACLS,62.0600013733,1.0941094692,0.92
646,SYBT,59.0000000000,1.0813009508,0.91
647,DGICA,16.1800003052,1.0805067702,0.91
648,HTOOW,2.5999999046,1.0827749750,0.91
649,PCG,12.1999998093,1.0780688134,0.91
650,UFCS,32.2517089844,1.0797691706,0.91
651,KYN,9.4200000763,1.0849566010,0.91
652,VMD,5.7399997711,1.0800593219,0.91
653,CNM,23.6000003815,1.0816605863,0.91
654,PGR,119.3799972534,1.0864844160,0.91
655,CMTG,20.0300006866,1.0786503665,0.91
656,CMPX,3.0499999523,1.0784561110,0.91
657,BBSI,74.8600006104,1.0810485587,0.91
658,PJT,75.8399963379,1.0801010700,0.91
659,CMC,39.7299995422,1.0783819798,0.91
660,NUE,132.4600067139,1.0800462977,0.91
661,PFIS,52.8300018311,1.0866933699,0.91
662,HURN,59.9199981689,1.0813539700,0.91
663,CLF,23.1800003052,1.0797296359,0.91
664,AEMD,1.3400000334,1.0854968599,0.91
665,AEP,102.0299987793,1.0842559431,0.91
666,PTR,52.1899986267,1.0797485474,0.91
667,DNOW,11.0399999619,1.0865611261,0.91
668,NSP,100.0699996948,1.0792998879,0.91
669,PWR,119.0000000000,1.0859918215,0.91
670,QLYS,130.6799926758,1.0833412473,0.91
671,HOLI,15.2399997711,1.0848388784,0.91
672,LEGN,42.2900009155,1.0814167093,0.91
673,UVV,63.6800003052,1.0853037281,0.91
674,TAC,11.3900003433,1.0845385631,0.91
675,ICFI,102.2099990845,1.0807473960,0.91
676,IRT,23.5100002289,1.0832515141,0.91
677,LFG,19.9400005341,1.0803880321,0.91
678,ASPN,17.5200004578,1.0829751933,0.91
679,ABBV,147.3699951172,1.0791634493,0.91
680,XENE,26.3500003815,1.0828177741,0.91
681,NOC,467.9700012207,1.0819099153,0.91
682,CCJ,24.4699993134,1.0785381823,0.91
683,GASS,2.8299999237,1.0793952524,0.91
684,MEOH,49.4500007629,1.0820114756,0.91
685,SAFM,199.5000000000,1.0791475438,0.91
686,NI,31.4500007629,1.0851937827,0.91
687,AHPI,2.1800000668,1.0836456690,0.91
688,E,30.2999992371,1.0779011433,0.91
689,BRT,22.9099998474,1.0866128966,0.91
690,IIIN,41.4099998474,1.0862326535,0.91
691,ATNI,44.0900001526,1.0865708804,0.91
692,BCC,77.3199996948,1.0825643442,0.91
693,EWCZ,26.5000000000,1.0799261070,0.91
694,EVRG,69.9400024414,1.0778931074,0.91
695,SGMA,7.0000000000,1.0791742671,0.91
696,TWNK,21.2500000000,1.0806193363,0.91
697,SJIV,70.0000000000,1.0837223262,0.91
698,BLDR,65.0899963379,1.0799171499,0.91
699,SOUN,7.6799998283,1.0863619218,0.91
700,ENB,46.1500015259,1.0814145405,0.91
701,ESOA,2.5899999142,1.0781897515,0.91
702,LMST,20.0499992371,1.0793451165,0.91
703,M,23.6499996185,1.0800088453,0.91
704,SR,78.3000030518,1.0779959863,0.91
705,GPK,22.2600002289,1.0827080382,0.91
706,ETR,120.3199996948,1.0797756139,0.91
707,FIF,15.4570007324,1.0835304105,0.91
708,MAYS,38.5000000000,1.0832665844,0.91
709,MBI,14.0100002289,1.0856827341,0.91
710,OMAB,57.7599983215,1.0865712046,0.91
711,ACT,24.3199996948,1.0848154885,0.91
712,VTRU,17.3999996185,1.0865220869,0.91
713,OKE,65.8499984741,1.0795533098,0.91
714,DCFC,9.3800001144,1.0784870352,0.91
715,DCGOW,1.5700000525,1.0844521689,0.91
716,GER,13.1000003815,1.0856521987,0.91
717,ACNB,34.5099983215,1.0849619925,0.91
718,EYPT,9.6499996185,1.0749564704,0.90
719,AM,10.8599996567,1.0769016099,0.90
720,PFMT,2.4300000668,1.0723172134,0.90
721,AVT,48.4500007629,1.0713632797,0.90
722,BCML,23.1700000763,1.0721535854,0.90
723,SRV,33.9300003052,1.0752951189,0.90
724,BFS,49.0600013733,1.0735490665,0.90
725,SOLN,56.4000015259,1.0718934180,0.90
726,BKH,76.6600036621,1.0734919415,0.90
727,BMY,75.4499969482,1.0731625522,0.90
728,UNFI,42.4099998474,1.0750473224,0.90
729,AIR,48.2200012207,1.0757002949,0.90
730,BSBR,7.1100001335,1.0727616947,0.90
731,USEG,4.4400000572,1.0720085774,0.90
732,BWFG,35.7400016785,1.0778512520,0.90
733,BX,117.7900009155,1.0754126689,0.90
734,SAFT,92.8600006104,1.0710066647,0.90
735,CAAP,6.3400001526,1.0739924390,0.90
736,RYAN,37.5699996948,1.0747977220,0.90
737,CB,211.2899932861,1.0758544299,0.90
738,CBT,75.6100006104,1.0744327540,0.90
739,CBZ,40.9599990845,1.0708719960,0.90
740,RIG,4.1199998856,1.0752923099,0.90
741,CDK,54.4599990845,1.0739615737,0.90
742,AGRO,11.1099996567,1.0712935664,0.90
743,PXSAP,18.8199996948,1.0717675069,0.90
744,CHRW,107.9621734619,1.0710716075,0.90
745,POST,82.2300033569,1.0727513351,0.90
746,PDFS,23.8999996185,1.0711923263,0.90
747,PCGU,114.2500000000,1.0728868806,0.90
748,PBIP,16.1299991608,1.0729327834,0.90
749,CPLP,15.0600004196,1.0721860201,0.90
750,PAYX,123.8300018311,1.0708450607,0.90
751,CRESY,7.0100002289,1.0733644115,0.90
752,CSAN,18.1599998474,1.0775962473,0.90
753,CVLY,23.3999996185,1.0747694922,0.90
754,OPT,7.7800002098,1.0773502239,0.90
755,GET,1.8700000048,1.0751491304,0.90
756,DAC,81.2399978638,1.0747786521,0.90
757,WEC,105.0699996948,1.0763894381,0.90
758,DGII,22.1000003815,1.0724829865,0.90
759,NXRT,73.4800033569,1.0757749811,0.90
760,WELL,89.0899963379,1.0717632955,0.90
761,NTCT,34.3300018311,1.0769071723,0.90
762,NRZ,11.3000001907,1.0757248056,0.90
763,PFIE,1.3300000429,1.0758151132,0.90
764,DZSI,17.4899997711,1.0761354536,0.90
765,ECPG,61.1100006104,1.0709531446,0.90
766,NBN,37.8100013733,1.0767019241,0.90
767,GLS,5.0300002098,1.0759232595,0.90
768,ENVX,12.0299997330,1.0733674018,0.90
769,ES,92.3199996948,1.0741188259,0.90
770,EVEX,8.7100000381,1.0750278503,0.90
771,MGI,10.0799999237,1.0734992810,0.90
772,WSC,35.7299995422,1.0714159311,0.90
773,HLMN,11.4099998474,1.0760361143,0.90
774,FBIZ,34.4000015259,1.0775548350,0.90
775,FBP,14.9300003052,1.0725499119,0.90
776,FEAM,24.7000007629,1.0747659034,0.90
777,MANT,95.6500015259,1.0735478797,0.90
778,LYB,114.2500000000,1.0725962196,0.90
779,FIZZ,49.6300010681,1.0738025556,0.90
780,WWE,66.7699966431,1.0761797387,0.90
781,JKHY,188.1199951172,1.0721958570,0.90
782,ITRN,25.0599994659,1.0752831948,0.90
783,ITCB,3.8599998951,1.0777217331,0.90
784,TRP,57.8400001526,1.0724686897,0.90
785,TREC,9.7399997711,1.0746788459,0.90
786,AMCR,13.1000003815,1.0735543386,0.90
787,TLK,29.3600006104,1.0715995474,0.90
788,ARTNA,49.0800018311,1.0712860348,0.90
789,TGLS,21.4599990845,1.0720884782,0.90
790,ASR,217.2899932861,1.0755334692,0.90
791,HAYN,38.2500000000,1.0660098789,0.89
792,ATO,116.3099975586,1.0681913877,0.89
793,HNNA,10.5500001907,1.0704166615,0.89
794,MPLX,32.9500007629,1.0697123187,0.89
795,WPC,84.1399993896,1.0670683430,0.89
796,HOLX,75.2699966431,1.0667491269,0.89
797,NIMC,119.0599975586,1.0671560520,0.89
798,FORR,52.3300018311,1.0672604506,0.89
799,DWAT,12.2569999695,1.0684592523,0.89
800,DUK,112.5199966431,1.0697635118,0.89
801,WF,35.9799995422,1.0680999616,0.89
802,FPL,6.4119997025,1.0676610284,0.89
803,DLO,28.8299999237,1.0667016533,0.89
804,LBC,13.6400003433,1.0676626813,0.89
805,HST,19.9899997711,1.0692422199,0.89
806,HSY,211.7100067139,1.0672417745,0.89
807,HT,10.9799995422,1.0693722295,0.89
808,NWPX,33.4099998474,1.0682664486,0.89
809,OEC,19.3099994659,1.0663211553,0.89
810,OGS,87.0199966431,1.0668638737,0.89
811,OI,16.4500007629,1.0684745157,0.89
812,DAR,80.0699996948,1.0698426989,0.89
813,KMI,19.6900005341,1.0706261438,0.89
814,PAA,11.3900003433,1.0672129614,0.89
815,AZN,66.4800033569,1.0694049485,0.89
816,CRVL,149.1600036621,1.0685898153,0.89
817,FTI,8.2399997711,1.0664077962,0.89
818,CPRX,7.1999998093,1.0654498996,0.89
819,ADP,222.9400024414,1.0671198379,0.89
820,VMI,256.7500000000,1.0664303062,0.89
821,TEF,5.1620001793,1.0690331760,0.89
822,GSL,21.7600002289,1.0695060089,0.89
823,AEE,95.1900024414,1.0683138866,0.89
824,AEG,5.3699998856,1.0675001603,0.89
825,CMS,71.0400009155,1.0670207696,0.89
826,PKBK,24.7000007629,1.0678869950,0.89
827,PLL,64.7600021362,1.0705691392,0.89
828,PPL,30.1800003052,1.0656481246,0.89
829,AEPPZ,56.8800010681,1.0699435944,0.89
830,GCP,31.1200008392,1.0701368196,0.89
831,TSLA,758.2600097656,1.0665222142,0.89
832,CELU,9.2200002670,1.0702194031,0.89
833,UTL,57.8100013733,1.0673745493,0.89
834,UBS,18.8700008392,1.0665698339,0.89
835,AVGOP,1824.7299804688,1.0685202178,0.89
836,AMD,101.8600006104,1.0693162005,0.89
837,BSVN,24.4099998474,1.0686027718,0.89
838,SBAC,336.6099853516,1.0675066736,0.89
839,UNTY,29.0000000000,1.0654523490,0.89
840,ARGX,309.2999877930,1.0690425387,0.89
841,BOWL,11.1800003052,1.0675985400,0.89
842,T,21.2900009155,1.0681140464,0.89
843,SHIP,1.1399999857,1.0693985290,0.89
844,TMO,567.5700073242,1.0700299395,0.89
845,AVGO,580.1300048828,1.0672303163,0.89
846,SNPS,319.2000122070,1.0696595668,0.89
847,UG,20.3500003815,1.0703353868,0.89
848,INOD,6.4000000954,1.0694736134,0.89
849,FHN,22.8299999237,1.0693658773,0.89
850,LUMN,12.2399997711,1.0677360085,0.89
851,MATX,89.8799972534,1.0696673181,0.89
852,FAAR,34.4399986267,1.0686570395,0.89
853,LQDA,4.0599999428,1.0696113923,0.89
854,HUN,36.2500000000,1.0626607251,0.88
855,ARES,71.1699981689,1.0635858353,0.88
856,HAE,63.2599983215,1.0617823124,0.88
857,SSBK,23.0849990845,1.0622168970,0.88
858,TVTX,23.3099994659,1.0606561982,0.88
859,STRRP,9.8900003433,1.0599097878,0.88
860,BANFP,29.0000000000,1.0586684662,0.88
861,UNH,496.7799987793,1.0631283345,0.88
862,CLS,11.0299997330,1.0602450274,0.88
863,FLN,20.4500007629,1.0610712002,0.88
864,FFNW,16.7788524628,1.0595863838,0.88
865,MMP,51.7000007629,1.0608554532,0.88
866,AN,119.5599975586,1.0615004040,0.88
867,MO,54.0900001526,1.0633586146,0.88
868,FIX,89.7200012207,1.0617026386,0.88
869,MRAM,6.0999999046,1.0590236635,0.88
870,MRC,11.1899995804,1.0590729773,0.88
871,LNT,63.8199996948,1.0607199812,0.88
872,PRGS,48.3100013733,1.0583960764,0.88
873,MTEX,24.8400001526,1.0640012614,0.88
874,ICD,3.8900001049,1.0619822248,0.88
875,WM,157.8600769043,1.0646388489,0.88
876,PSTG,23.7299995422,1.0640416062,0.88
877,BMA,15.9200000763,1.0607173356,0.88
878,GAIN,15.2299995422,1.0612406288,0.88
879,WTM,1244.8599853516,1.0641305477,0.88
880,DTE,132.7100067139,1.0642665626,0.88
881,CHEF,35.7299995422,1.0625051484,0.88
882,DOX,86.8899993896,1.0635371939,0.88
883,DOC,18.5499992371,1.0597015208,0.88
884,DO,7.9600000381,1.0629613817,0.88
885,CGBD,14.1899995804,1.0606418625,0.88
886,CERN,94.8499984741,1.0646712926,0.88
887,AGO,58.8499984741,1.0620469482,0.88
888,BJ,57.8699989319,1.0623563306,0.88
889,CDNS,153.7299957275,1.0643050953,0.88
890,TRTN,63.7700004578,1.0637480181,0.88
891,PFHD,22.0599994659,1.0591054088,0.88
892,NXDT,15.4499998093,1.0631194717,0.88
893,SXC,8.0900001526,1.0614713389,0.88
894,DG,220.3399963379,1.0635635846,0.88
895,RMBS,25.1000003815,1.0621288863,0.88
896,GSK,43.9000015259,1.0603051971,0.88
897,AMGN,256.7399902344,1.0642383870,0.88
898,WCC,125.5800018311,1.0628763533,0.88
899,CCB,39.4599990845,1.0582135086,0.88
900,RS,194.3999938965,1.0594935375,0.88
901,DALI,27.4699993134,1.0596152224,0.88
902,KLAC,364.8500061035,1.0611140482,0.88
903,KEQU,14.6999998093,1.0629340842,0.88
904,OPHC,4.3000001907,1.0634267432,0.88
905,KBR,49.7599983215,1.0609364617,0.88
906,JWEL,2.4200000763,1.0583264393,0.88
907,CVBF,24.7800006866,1.0627373014,0.88
908,OSBC,15.2700004578,1.0639153508,0.88
909,USPH,112.5899963379,1.0626443027,0.88
910,MAT,25.1200008392,1.0618805833,0.88
911,RUSHB,49.5099983215,1.0605025720,0.88
912,CRGY,18.0699996948,1.0625994029,0.88
913,SALM,2.7799999714,1.0589767429,0.88
914,FTNT,294.1400146484,1.0642962768,0.88
915,PAGP,11.9600000381,1.0645539665,0.88
916,PANW,502.7799987793,1.0583834386,0.88
917,FTRI,15.9899997711,1.0591223334,0.88
918,FTS,50.3600006104,1.0624759947,0.88
919,BTI,44.2400016785,1.0635224039,0.88
920,AXS,58.5699996948,1.0582611534,0.88
921,HTOO,8.8800001144,1.0624736030,0.88
922,BAK,18.8999996185,1.0582719904,0.88
923,THW,15.7799997330,1.0611668597,0.88
924,LTC,38.7400016785,1.0590536296,0.88
925,BKEPP,8.6099996567,1.0561177465,0.87
926,PFG,72.2900009155,1.0568474459,0.87
927,DOW,67.9800033569,1.0574448133,0.87
928,KO,63.3800010681,1.0550558996,0.87
929,TRV,179.0399932861,1.0547877206,0.87
930,ACGL,47.4599990845,1.0539820803,0.87
931,AMTB,29.4599990845,1.0579381946,0.87
932,ATSG,30.2199993134,1.0560057615,0.87
933,AVAV,91.9599990845,1.0543757561,0.87
934,BCX,10.8100004196,1.0570770508,0.87
935,CHNGU,78.5400009155,1.0541205916,0.87
936,CI,268.2900085449,1.0569881290,0.87
937,CTAS,398.3299865723,1.0557869866,0.87
938,D,84.2200012207,1.0549336414,0.87
939,DFIN,31.1100006104,1.0543852378,0.87
940,DRQ,31.4400005341,1.0550069170,0.87
941,ERII,20.2099990845,1.0551483530,0.87
942,FE,42.9599990845,1.0553132766,0.87
943,GGAL,9.2100000381,1.0556904653,0.87
944,GIC,34.2700004578,1.0580730016,0.87
945,GLAD,11.4700002670,1.0564309449,0.87
946,GPC,136.7299957275,1.0574075879,0.87
947,HCI,67.9700012207,1.0569123887,0.87
948,HEQ,13.3699998856,1.0554179303,0.87
949,IBA,46.8600006104,1.0563367191,0.87
950,IBM,138.8399963379,1.0578632283,0.87
951,INTG,49.5099983215,1.0539557897,0.87
952,JAN,3.7300000191,1.0573739319,0.87
953,L,65.4899978638,1.0550839857,0.87
954,LIN,324.6799926758,1.0557060612,0.87
955,LMT,440.1099853516,1.0577611649,0.87
956,MAR,171.5800018311,1.0549061088,0.87
957,MERC,14.7700004578,1.0555531801,0.87
958,MFD,10.2399997711,1.0575797048,0.87
959,MGEE,79.3700027466,1.0554057656,0.87
960,MGU,25.5000000000,1.0543469340,0.87
961,MKL,1369.4300537109,1.0579892202,0.87
962,MMC,159.9499969482,1.0571930334,0.87
963,MYRG,91.6100006104,1.0571821678,0.87
964,NNI,84.6900024414,1.0563487531,0.87
965,NVT,35.4000015259,1.0538096194,0.87
966,OFG,28.3400001526,1.0572864259,0.87
967,OPBK,12.3299999237,1.0541259853,0.87
968,PCVX,23.9899997711,1.0554381789,0.87
969,PM,106.2500000000,1.0568684142,0.87
970,PUI,37.0900001526,1.0573614229,0.87
971,RBA,60.1899986267,1.0543687947,0.87
972,RGA,125.8499984741,1.0546614553,0.87
973,RHP,89.2900009155,1.0573624798,0.87
974,SELF,5.8899998665,1.0564704212,0.87
975,SLP,47.4799995422,1.0538474542,0.87
976,SMMF,27.3799991608,1.0538513108,0.87
977,STZ,245.4700012207,1.0541827439,0.87
978,SUN,41.2400016785,1.0559455913,0.87
979,TEN,17.3099994659,1.0579899763,0.87
980,TRIN,16.6299991608,1.0551950825,0.87
981,UAE,17.3500003815,1.0540060162,0.87
982,VTYX,17.5100002289,1.0548877896,0.87
983,XEL,75.3399963379,1.0567336557,0.87
984,DHIL,185.6399993896,1.0533178069,0.86
985,BDC,57.5800018311,1.0501995425,0.86
986,WBT,23.6700000763,1.0525316889,0.86
987,DPG,15.2899999619,1.0523656964,0.86
988,GIS,69.8499984741,1.0510097406,0.86
989,KIM,23.6499996185,1.0519158933,0.86
990,SOHON,19.6450004578,1.0510916332,0.86
991,NSSC,19.6100006104,1.0534146970,0.86
992,J,140.0899963379,1.0498506049,0.86
993,WAB,94.4599990845,1.0500380356,0.86
994,KFS,5.4000000954,1.0497652284,0.86
995,JBL,61.5200004578,1.0493665487,0.86
996,BSBK,11.1499996185,1.0511122302,0.86
997,HIG,72.5100021362,1.0521422944,0.86
998,BKI,67.9100036621,1.0506000693,0.86
999,SLDP,9.0299997330,1.0517212403,0.86
1000,SFBS,83.3600006104,1.0521981347,0.86
1001,JNJ,179.5299987793,1.0499435502,0.86
1002,BOOT,80.6999969482,1.0532022064,0.86
1003,SHBI,20.2299995422,1.0520344814,0.86
1004,SKT,17.5100002289,1.0533532661,0.86
1005,BCH,20.5499992371,1.0517048884,0.86
1006,K,69.7399978638,1.0530989287,0.86
1007,HCKT,20.4899997711,1.0520045434,0.86
1008,ACTG,4.7800002098,1.0520833688,0.86
1009,DGX,141.0200042725,1.0515266018,0.86
1010,DEN,73.1399993896,1.0490091884,0.86
1011,ADTH,9.4099998474,1.0521739355,0.86
1012,CWBC,13.8000001907,1.0514911995,0.86
1013,ORGN,7.0799999237,1.0505891406,0.86
1014,MTB,179.9700012207,1.0507572680,0.86
1015,HTD,25.6900005341,1.0523897488,0.86
1016,VBLT,1.8400000334,1.0505941501,0.86
1017,FLO,27.6000003815,1.0513512238,0.86
1018,UVE,12.8999996185,1.0518341583,0.86
1019,PCB,20.0300006866,1.0488634642,0.86
1020,PEG,68.5400009155,1.0525448361,0.86
1021,PEP,166.5912933350,1.0499408409,0.86
1022,AIZ,176.6900024414,1.0502905668,0.86
1023,UGIC,100.5500030518,1.0502591986,0.86
1024,GD,224.9100036621,1.0487868173,0.86
1025,LKQ,51.3899993896,1.0505036126,0.86
1026,EXR,178.1999969482,1.0536128633,0.86
1027,IDA,109.0199966431,1.0505318606,0.86
1028,FORM,41.0600013733,1.0533418299,0.86
1029,CLBK,20.7900009155,1.0500575523,0.86
1030,AMRC,58.7200012207,1.0526479525,0.86
1031,AMT,256.1300048828,1.0515353761,0.86
1032,POWL,26.8799991608,1.0511849088,0.86
1033,IMCR,28.3500003815,1.0501715564,0.86
1034,TRC,16.9899997711,1.0493028554,0.86
1035,CHNG,24.0900001526,1.0502374541,0.86
1036,QAT,22.7299995422,1.0523311210,0.86
1037,IONS,36.5200004578,1.0494419995,0.86
1038,AUY,5.3600001335,1.0531837856,0.86
1039,KT,14.9899997711,1.0533126251,0.86
1040,RFP,14.4600000381,1.0487505665,0.86
1041,IRS,4.5300002098,1.0491045057,0.86
1042,FRO,9.6800003052,1.0503729453,0.86
1043,CCMP,176.9400024414,1.0492883259,0.86
1044,CCI,189.6499938965,1.0530769739,0.86
1045,NJR,45.9199981689,1.0518903208,0.86
1046,DRE,52.8300018311,1.0498210664,0.86
1047,KLIC,54.1699981689,1.0494943522,0.86
1048,PCSB,19.5900001526,1.0486876853,0.85
1049,RADI,14.8999996185,1.0455732009,0.85
1050,USCB,12.9499998093,1.0461046731,0.85
1051,HWBK,26.4699993134,1.0473632453,0.85
1052,MLI,53.8499984741,1.0473437666,0.85
1053,RANI,11.3999996185,1.0469796223,0.85
1054,PEPG,11.1899995804,1.0450294217,0.85
1055,CMLS,12.0500001907,1.0487385910,0.85
1056,RDVT,24.4500007629,1.0461706331,0.85
1057,AAME,3.1400001049,1.0481559919,0.85
1058,MT,32.3499984741,1.0444755541,0.85
1059,AJG,161.9400024414,1.0465097758,0.85
1060,EPR,51.2400016785,1.0458586735,0.85
1061,RXDX,26.0599994659,1.0445570895,0.85
1062,TASK,24.5799999237,1.0443788173,0.85
1063,REG,68.2099990845,1.0469686514,0.85
1064,CDZIP,16.9799995422,1.0482906445,0.85
1065,SQFT,3.5999999046,1.0480095920,0.85
1066,GBNY,11.7500000000,1.0446519047,0.85
1067,ROL,35.4599990845,1.0450347260,0.85
1068,RYN,41.2200012207,1.0478290243,0.85
1069,GPCOU,10.9799995422,1.0446088363,0.85
1070,ALL,136.6900024414,1.0486353572,0.85
1071,PINC,37.4099998474,1.0453198899,0.85
1072,PKG,157.2799987793,1.0473652520,0.85
1073,BIP,59.6599998474,1.0451750899,0.85
1074,SMPL,39.9599990845,1.0452399683,0.85
1075,SANM,43.8899993896,1.0443596378,0.85
1076,PLYA,8.6400003433,1.0461986070,0.85
1077,AUVIP,24.7810001373,1.0454291332,0.85
1078,LI,25.0699996948,1.0482915025,0.85
1079,MCBS,20.3099994659,1.0475965199,0.85
1080,KBWP,85.0999984741,1.0468941748,0.85
1081,KNOP,17.2999992371,1.0464067979,0.85
1082,BOX,26.1100006104,1.0452241319,0.85
1083,IGF,51.1199989319,1.0479240972,0.85
1084,DNP,11.3000001907,1.0472075687,0.85
1085,SLAB,149.1600036621,1.0453240733,0.85
1086,BCE,54.4500007629,1.0475413475,0.85
1087,TU,25.0400009155,1.0459049519,0.85
1088,DVY,130.1199951172,1.0473957327,0.85
1089,STKL,7.7800002098,1.0486345609,0.85
1090,PPH,79.2300033569,1.0455721510,0.85
1091,NVDA,186.7200012207,1.0466089680,0.85
1092,SIRI,6.4000000954,1.0450674280,0.85
1093,CIO,13.9399995804,1.0472695644,0.85
1094,SWKH,19.1900005341,1.0486349264,0.85
1095,JXN,35.8600006104,1.0459184701,0.85
1096,DRH,10.2899999619,1.0481426933,0.85
1097,NVMI,106.2200012207,1.0455082652,0.85
1098,NVS,90.9400024414,1.0456066763,0.85
1099,MNDT,22.0499992371,1.0448656266,0.85
1100,LECO,135.8200073242,1.0460479336,0.85
1101,CHSCP,32.0900001526,1.0484502915,0.85
1102,TPZ,14.1499996185,1.0460293516,0.85
1103,OLP,27.4300003052,1.0445545774,0.85
1104,EDAP,7.3699998856,1.0476970107,0.85
1105,PTRS,9.3000001907,1.0461595194,0.85
1106,FHI,33.9700012207,1.0453319800,0.85
1107,MYPSW,1.0700000525,1.0484362757,0.85
1108,ORLY,637.1699829102,1.0461949535,0.85
1109,CTS,40.6699981689,1.0472366233,0.85
1110,HLX,4.6399998665,1.0466407890,0.85
1111,HTA,30.0499992371,1.0464951415,0.85
1112,EIG,41.4099998474,1.0467013300,0.85
1113,LSI,116.7600021362,1.0471431266,0.85
1114,MRBK,31.4500007629,1.0466343168,0.85
1115,CPK,133.5700073242,1.0484021899,0.85
1116,MTCN,77.3499984741,1.0452670024,0.85
1117,GEG,2.3099999428,1.0448064934,0.85
1118,QCRH,55.4199981689,1.0476036912,0.85
1119,COOP,43.3600006104,1.0467836514,0.85
1120,FMC,122.5800018311,1.0457715896,0.85
1121,FRG,39.6699981689,1.0458475541,0.85
1122,MIST,5.6100001335,1.0451315529,0.85
1123,LKFN,72.1600036621,1.0403814294,0.84
1124,MYPS,6.2699999809,1.0428830284,0.84
1125,MYFW,32.1500015259,1.0433684471,0.84
1126,MXF,15.8199996948,1.0443535639,0.84
1127,MTBCP,26.9699993134,1.0434481683,0.84
1128,EVC,5.2300000191,1.0408070795,0.84
1129,MNSB,24.7700004578,1.0442008822,0.84
1130,MRVL,59.1500015259,1.0418466495,0.84
1131,WFG,92.3799972534,1.0426851753,0.84
1132,MOV,33.9300003052,1.0403742752,0.84
1133,ACLX,12.1099996567,1.0431849249,0.84
1134,HR,29.0699996948,1.0425659428,0.84
1135,VIRC,3.2000000477,1.0406016821,0.84
1136,VICI,30.8500003815,1.0443561419,0.84
1137,AIG,58.6800003052,1.0405241704,0.84
