,symbol,close,volume,relative_strength_sp500,rank
55,CPSS,13.7200002670,84500,1.3107818368,0.99
56,MRO,31.3799991608,23025700,1.3276954276,0.99
57,CTIC,5.9400000572,4539500,1.4521848549,0.99
58,CTRA,35.1899986267,11208100,1.3261825116,0.99
59,LNTH,68.7600021362,1072900,1.4094289091,0.99
60,KOS,8.4099998474,13489700,1.4258748886,0.99
61,CVE,23.8500003815,8837200,1.3979962959,0.99
62,CVI,36.2999992371,1161800,1.4730729374,0.99
63,WFRD,34.2000007629,662700,1.3483000565,0.99
64,HPK,34.5800018311,1163600,1.4812323917,0.99
65,GRIN,26.4300003052,367200,1.3610742279,0.99
66,GLOP,5.8699998856,1689200,1.3485346338,0.99
67,DVN,76.4800033569,9911800,1.3468413088,0.99
68,GLNG,26.6599998474,2596800,1.3170046845,0.99
69,VRTV,148.0299987793,94900,1.2631027132,0.98
70,CHK,100.0000000000,1949600,1.2386880184,0.98
71,HSON,37.7700004578,13000,1.2559363692,0.98
72,ENLC,11.4700002670,3714100,1.2835816633,0.98
73,FLNG,27.8799991608,405500,1.2452293116,0.98
74,HP,50.8400001526,1334700,1.2591794826,0.98
75,AMPH,37.6599998474,513100,1.2470193272,0.98
76,HNRG,5.0199999809,208500,1.2869577779,0.98
77,CIVI,79.9899978638,1338300,1.2815510757,0.98
78,CLR,68.9800033569,1638200,1.2320007983,0.98
79,CNCE,5.3600001335,4151400,1.2770964713,0.98
80,DINO,50.4799995422,1889900,1.2764478013,0.98
81,CNQ,67.5199966431,1596100,1.2300376694,0.98
82,NBR,173.7899932861,261800,1.2342608326,0.98
83,WTI,7.3299999237,7588700,1.2769088194,0.98
84,MVO,12.0799999237,85400,1.2288976380,0.98
85,COP,115.7500000000,7246600,1.2318195942,0.98
86,VIST,9.1000003815,1127400,1.2780610530,0.98
87,CPG,8.9799995422,13566900,1.2725843675,0.98
88,DK,30.5900001526,1637800,1.2962573855,0.98
89,MTDR,63.2599983215,1360300,1.2426845655,0.98
90,VOC,8.0399999619,507100,1.2610290684,0.98
91,CRT,19.8099994659,56600,1.2667333617,0.98
92,ERF,15.1700000763,2768200,1.2823796269,0.98
93,HAL,41.4000015259,10391100,1.2287540254,0.98
94,MN,12.6400003433,411200,1.2569257562,0.98
95,MGY,28.3400001526,1409700,1.2601952235,0.98
96,FLMN,7.6999998093,765200,1.2342651900,0.98
97,SOI,14.0600004196,225700,1.2294689178,0.98
98,LPG,18.0900001526,937400,1.2482718746,0.98
99,SU,40.5689964294,10623400,1.2366796881,0.98
100,SBR,77.7600021362,90100,1.2837333155,0.98
101,GOGO,20.0200004578,719000,1.2298178416,0.98
102,ESTE,19.6200008392,1509400,1.2925646117,0.98
103,ROCC,46.0999984741,834200,1.2915999923,0.98
104,DMLP,31.3700008392,179000,1.2790034246,0.98
105,AVD,24.7299995422,283600,1.2437949728,0.98
106,GOGL,15.3900003433,5043900,1.2819676500,0.98
107,EGLE,73.2500000000,673000,1.2546077168,0.98
108,ASRT,3.0899999142,583700,1.2726124267,0.98
109,ZIM,64.3000030518,4096100,1.2390819503,0.98
110,BSM,16.5900001526,444000,1.2385339147,0.98
111,TNK,21.6599998474,410600,1.2320281469,0.98
112,ARL,21.0000000000,13700,1.2936987958,0.98
113,CVEO,29.7399997711,41200,1.2403805813,0.98
114,PRPH,9.2799997330,75100,1.2613350464,0.98
115,PPIH,13.0500001907,58500,1.2647379744,0.98
116,PME,1.0000000000,212500,1.2418050484,0.98
117,GNK,25.6599998474,1240300,1.2509730535,0.98
118,CC,43.5400009155,1229800,1.2376099973,0.98
119,PDCE,82.4400024414,1779400,1.2276750533,0.98
120,GCBC,55.0299987793,23400,1.2435622195,0.98
121,APTS,24.9699993134,2013600,1.2687649783,0.98
122,APA,47.6199989319,9252600,1.2845717389,0.98
123,CXW,12.6099996567,1174300,1.2406364935,0.98
124,OVV,58.2299995422,4304900,1.2512769513,0.98
125,OAS,165.3099975586,343300,1.2411919807,0.98
126,DHX,6.6399998665,366200,1.2208640751,0.97
127,BKR,37.4099998474,8349800,1.1878887609,0.97
128,BRY,11.2100000381,1732200,1.2087673389,0.97
129,CNX,22.4300003052,3917500,1.2085434126,0.97
130,CVX,176.3200073242,8824100,1.1820589386,0.97
131,DLNG,4.2500000000,204100,1.2196132871,0.97
132,EOG,139.9299926758,4390300,1.2110890011,0.97
133,EOLS,13.1499996185,356200,1.2235376506,0.97
134,FANG,152.8899993896,3194600,1.2132498087,0.97
135,FGBI,29.0000000000,36800,1.2022118130,0.97
136,FMAO,41.7200012207,64600,1.2247363815,0.97
137,FTXN,30.4799995422,213300,1.2081048160,0.97
138,GPOR,101.5800018311,181100,1.2087512125,0.97
139,HCC,34.9599990845,987900,1.1996250633,0.97
140,HRB,35.4599990845,1972100,1.1928718681,0.97
141,KRP,19.5000000000,360000,1.1914696596,0.97
142,LPI,100.5199966431,3765600,1.2246000671,0.97
143,MNRL,30.7999992371,536500,1.2060710436,0.97
144,MNTK,14.3800001144,451600,1.2074079549,0.97
145,MPC,103.9100036621,5366600,1.2257836707,0.97
146,MUR,43.0200004578,1778900,1.2267816932,0.97
147,MUSA,246.1300048828,365500,1.2273761695,0.97
148,NDP,33.4000015259,22000,1.1948011555,0.97
149,NOG,32.9599990845,1572800,1.2266936141,0.97
150,OIS,8.1700000763,568500,1.1873278703,0.97
151,PBR,13.8299999237,16872500,1.2126567328,0.97
152,PNRG,84.9000015259,3200,1.1944829810,0.97
153,POLY,39.5299987793,897500,1.1810168796,0.97
154,PSCE,11.7399997711,582500,1.2003304410,0.97
155,PXD,277.8200073242,2392400,1.2119495435,0.97
156,PXI,49.8699989319,73800,1.2196954973,0.97
157,RELL,13.8999996185,47000,1.1887961964,0.97
158,RTLR,17.2099990845,1519800,1.2095531691,0.97
159,SBLK,31.6499977112,4116300,1.2266663488,0.97
160,STON,3.4300000668,624000,1.2023304205,0.97
161,SWCH,33.6599998474,3833600,1.1967891810,0.97
162,TALO,22.7700004578,2866500,1.2254272705,0.97
163,TECK,42.3600006104,3540400,1.1837652533,0.97
164,TMST,23.3700008392,530200,1.1909608327,0.97
165,TRGP,75.0699996948,2507000,1.1989982186,0.97
166,TS,33.7200012207,2083800,1.1878643698,0.97
167,VNOM,33.8199996948,583100,1.2161708850,0.97
168,WLL,92.5899963379,637800,1.2256265968,0.97
169,XOM,97.8399963379,25815400,1.1915892909,0.97
170,SPTN,33.9599990845,715500,1.1744596836,0.96
171,ELP,7.5300002098,566700,1.1691591287,0.96
172,SOGU,46.9799995422,14300,1.1785614643,0.96
173,WSTG,38.4300003052,2900,1.1559957251,0.96
174,LTHM,27.2500000000,10694800,1.1563866991,0.96
175,SMM,8.6700000763,72400,1.1521536177,0.96
176,SMCI,51.7000007629,655700,1.1580395781,0.96
177,SLB,46.6800003052,15207500,1.1591738364,0.96
178,MCK,322.2099914551,1285700,1.1648863032,0.96
179,NR,4.4800000191,533100,1.1597903377,0.96
180,HHS,9.1999998093,36900,1.1718449391,0.96
181,TCI,46.6899986267,3100,1.1742128440,0.96
182,IMXI,20.9300003052,231700,1.1659759990,0.96
183,INSW,24.6200008392,735000,1.1582799099,0.96
184,OLN,64.3199996948,1589600,1.1605400901,0.96
185,OFS,12.7399997711,59200,1.1676247412,0.96
186,CYBE,45.0099983215,61100,1.1629365827,0.96
187,SAMG,20.8899993896,44900,1.1546264428,0.96
188,SAIL,63.4599990845,1593800,1.1761054300,0.96
189,MSP,35.1399993896,825000,1.1795449371,0.96
190,EQNR,36.9199981689,4478700,1.1674354778,0.96
191,JMSB,27.6299991608,72800,1.1747680040,0.96
192,SWX,93.0999984741,386200,1.1681101706,0.96
193,CPE,62.4599990845,3092300,1.1600439031,0.96
194,NVGS,14.1499996185,251300,1.1764134742,0.96
195,VST,25.8999996185,4618700,1.1598169693,0.96
196,EPSN,6.9899997711,420000,1.1769501090,0.96
197,STRS,45.1699981689,36400,1.1647386000,0.96
198,FLR,27.8600006104,1884500,1.1765424162,0.96
199,KRO,19.6000003815,246400,1.1553773923,0.96
200,AZPN,200.1900024414,337200,1.1703948347,0.96
201,HES,127.4499969482,3282100,1.1748422383,0.96
202,NE,37.2700004578,1822600,1.1584766055,0.96
203,CIB,44.5000000000,598400,1.1589944680,0.96
204,PCOM,24.6800003052,268300,1.1739824977,0.96
205,NFE,45.8400001526,1218200,1.1530266189,0.96
206,LBRT,16.8400001526,2606800,1.1631099253,0.96
207,CYTK,40.4700012207,477000,1.1807082711,0.96
208,LLY,311.0799865723,2731500,1.1687970015,0.96
209,ESQ,38.5000000000,52500,1.1655917684,0.96
210,NL,8.9399995804,53500,1.1612068093,0.96
211,CEPU,3.9100000858,63800,1.1794416032,0.96
212,PDBC,19.6399993896,4815100,1.1472823602,0.95
213,NFG,73.1600036621,507200,1.1306672170,0.95
214,USOI,5.7600002289,1456700,1.1379636495,0.95
215,CEM,37.1699981689,51600,1.1329448110,0.95
216,PAG,116.2300033569,377500,1.1323681929,0.95
217,SSL,25.7500000000,230400,1.1495538081,0.95
218,NOV,20.2800006866,3475100,1.1306342856,0.95
219,NPTN,15.5799999237,619500,1.1380454391,0.95
220,OPCH,29.5400009155,1083100,1.1468583302,0.95
221,EURN,13.3800001144,2329100,1.1359166992,0.95
222,EMCF,36.0499992371,0,1.1461032193,0.95
223,DLTR,161.0099945068,2010500,1.1481448708,0.95
224,DCP,37.6699981689,594600,1.1376603854,0.95
225,CYXT,14.3800001144,331600,1.1493197528,0.95
226,EMO,30.6200008392,62200,1.1431778495,0.95
227,WTTR,8.6599998474,377900,1.1333217192,0.95
228,TNP,11.2299995422,139200,1.1392936797,0.95
229,TGS,6.6199998856,63200,1.1482759874,0.95
230,WRB,70.6699981689,1283100,1.1311263895,0.95
231,ISSC,8.6899995804,48100,1.1414395339,0.95
232,WMB,37.4300003052,7744500,1.1477416203,0.95
233,JKS,59.7799987793,1008000,1.1454904114,0.95
234,SWIR,23.1200008392,631200,1.1504693991,0.95
235,ACC,65.0199966431,1877700,1.1345533746,0.95
236,WLK,135.2299957275,1065400,1.1427620010,0.95
237,LAUR,12.8199996948,1158900,1.1380206363,0.95
238,ALCO,41.9199981689,61000,1.1488050604,0.95
239,CTVA,62.3300018311,4259100,1.1373264294,0.95
240,BCBP,20.3600006104,87900,1.1353290486,0.95
241,LRN,39.2700004578,399000,1.1396626049,0.95
242,EC,17.3199996948,1483900,1.1452120620,0.95
243,CTR,32.0499992371,64100,1.1358405986,0.95
244,SIMO,90.0199966431,507300,1.1499691125,0.95
245,DKL,52.9900016785,87300,1.1401458046,0.95
246,SHEL,59.7299995422,4058887,1.1290843771,0.95
247,BGR,13.0699996948,117000,1.1338456787,0.95
248,UNM,36.4799995422,1864400,1.1513977594,0.95
249,WHD,53.5800018311,364000,1.1375318802,0.95
250,BKEP,4.5500001907,140300,1.1364266641,0.95
251,RNDB,26.0900001526,24800,1.1348858920,0.95
252,PSX,103.1800003052,4086100,1.1319320689,0.95
253,AMAL,21.0100002289,235600,1.1396446414,0.95
254,COMT,43.8100013733,814000,1.1434331918,0.95
255,PRT,10.1199998856,38400,1.1483690928,0.95
256,PEO,23.4400005341,94500,1.1488552906,0.95
257,EXC,49.1899986267,4850800,1.1458967941,0.95
258,CDEV,8.5200004578,14470800,1.1396339972,0.95
259,CRC,44.8400001526,999000,1.1191313367,0.94
260,GPRK,17.4699993134,563700,1.1124524039,0.94
261,UTI,9.2500000000,507600,1.1164658506,0.94
262,MGPI,95.3899993896,170800,1.1271806564,0.94
263,AMX,21.2500000000,1912200,1.1283822407,0.94
264,AMOV,20.9899997711,1900,1.1266198663,0.94
265,CNR,24.4799995422,1356900,1.1283580291,0.94
266,NGS,14.6300001144,68600,1.1182548885,0.94
267,NRGX,15.7600002289,135500,1.1155540470,0.94
268,NSEC,16.2700004578,300,1.1208609091,0.94
269,NTG,38.9000015259,46200,1.1225156873,0.94
270,CEN,18.1800003052,26700,1.1158649551,0.94
271,PAM,23.2600002289,167800,1.1218895663,0.94
272,PBA,40.9099998474,1106100,1.1195905218,0.94
273,PBFX,16.5599994659,246400,1.1164692959,0.94
274,AFG,139.4299926758,387000,1.1203888819,0.94
275,WES,28.5000000000,920300,1.1210880817,0.94
276,WEYS,28.0000000000,17600,1.1236408530,0.94
277,SCI,69.8000030518,669200,1.1143524052,0.94
278,SFL,11.3299999237,1058000,1.1220708631,0.94
279,SPLP,42.9300003052,1400,1.1246011904,0.94
280,BANF,90.2200012207,83500,1.1263286678,0.94
281,STLD,83.9700012207,2425200,1.1225033281,0.94
282,TTE,58.2299995422,2906100,1.1153617210,0.94
283,AROC,10.2899999619,795100,1.1128620485,0.94
284,TTP,30.2700004578,17200,1.1246973959,0.94
285,TYG,34.6399993896,34400,1.1134706789,0.94
286,EXLS,144.0500030518,233000,1.1261360351,0.94
287,UFPT,76.9199981689,12200,1.1179701926,0.94
288,FPI,14.9600000381,779000,1.1189260988,0.94
289,GEL,12.6099996567,472800,1.1122573251,0.94
290,GLP,30.0300006866,132500,1.1123389748,0.94
291,GO,38.1500015259,1114400,1.1287569297,0.94
292,DXR,12.2600002289,100,1.0993848124,0.93
293,PHI,36.7900009155,33100,1.1106416216,0.93
294,HESM,33.4799995422,517000,1.1071178707,0.93
295,AEL,40.6800003052,501100,1.1082810816,0.93
296,ED,98.6299972534,1970800,1.1054725908,0.93
297,SPH,17.2900009155,176400,1.1025922580,0.93
298,LPLA,192.0399932861,724200,1.1049685317,0.93
299,USAC,18.7099990845,100500,1.0990197234,0.93
300,BP,32.6899986267,9856100,1.1032853081,0.93
301,NTUS,32.7500000000,626600,1.0990098504,0.93
302,HPQ,40.3400001526,19330000,1.1110373903,0.93
303,NREF,24.2600002289,137000,1.1043865482,0.93
304,EPD,27.9500007629,5556100,1.0992096773,0.93
305,BIS,29.1000003815,10600,1.1055509249,0.93
306,KMF,8.7600002289,177300,1.1056315883,0.93
307,ADMA,2.0399999619,1949800,1.1087478357,0.93
308,VRTX,269.4100036621,1377600,1.1097726497,0.93
309,MRK,91.1399993896,10492500,1.1090881188,0.93
310,LFG,21.1900005341,1200600,1.1032918298,0.93
311,CNP,32.0600013733,4849800,1.1117345819,0.93
312,ET,11.9399995804,17661200,1.1015521289,0.93
313,IIIN,42.5499992371,99500,1.1018899964,0.93
314,PSB,187.6000061035,327200,1.1071293951,0.93
315,BBW,19.8999996185,204700,1.1060189574,0.93
316,SENEB,58.0000000000,0,1.0999542670,0.93
317,TPL,1597.8399658203,24800,1.1089483896,0.93
318,NBN,39.5000000000,43100,1.1031452426,0.93
319,MTOR,36.1199989319,1247100,1.1013964149,0.93
320,TIMB,14.8000001907,671800,1.1057238480,0.93
321,GPK,22.4099998474,2991600,1.0909956429,0.92
322,SJI,34.5999984741,792500,1.0974791282,0.92
323,FTGC,29.3500003815,886200,1.0954700723,0.92
324,KYN,9.7299995422,820600,1.0888159648,0.92
325,SO,75.5500030518,4902600,1.0981064210,0.92
326,FDUS,20.1700000763,121200,1.0949458865,0.92
327,NVEE,123.6399993896,96100,1.0901039931,0.92
328,PLUS,57.3300018311,258500,1.0959417072,0.92
329,GGB,6.0500001907,14106800,1.0979531180,0.92
330,FBIZ,35.2099990845,42300,1.0946761084,0.92
331,CAPL,22.1700000763,43400,1.0930816855,0.92
332,PFIE,1.3700000048,72600,1.0909519989,0.92
333,AM,11.1599998474,3790700,1.0916522118,0.92
334,EIX,69.7300033569,2054200,1.0906049936,0.92
335,ORA,83.6200027466,431900,1.0908776809,0.92
336,PTR,53.4000015259,134500,1.0890011671,0.92
337,BRT,23.1100006104,76800,1.0908238480,0.92
338,HGLB,10.6099996567,45800,1.0926196008,0.92
339,EQS,2.5999999046,10400,1.0928544672,0.92
340,DNOW,11.4200000763,817600,1.0949467742,0.92
341,UFCS,32.5999984741,91100,1.0946668993,0.92
342,CSL,255.2200012207,264000,1.0964682344,0.92
343,GER,13.3999996185,37200,1.0924385066,0.92
344,TVTY,32.3300018311,640900,1.0927011850,0.92
345,HST,20.4300003052,13016200,1.0891000914,0.92
346,ACNB,35.0000000000,52500,1.0890370143,0.92
347,SENEA,56.8899993896,24600,1.0905648571,0.92
348,HT,11.2500000000,175600,1.0909994521,0.92
349,ASH,105.2900009155,249000,1.0918696536,0.92
350,CTO,65.9199981689,53200,1.0871284788,0.91
351,NI,31.3400001526,2907200,1.0860694904,0.91
352,AIR,48.5600013733,190000,1.0852659331,0.91
353,PCG,12.2500000000,12202000,1.0825750481,0.91
354,VIVO,27.2999992371,257600,1.0883261559,0.91
355,CBZ,41.7400016785,243300,1.0858312704,0.91
356,PGR,118.4700012207,2979400,1.0878338896,0.91
357,FIF,15.6000003815,60700,1.0873895183,0.91
358,BWFG,36.0699996948,46700,1.0831195799,0.91
359,BCC,78.5800018311,505000,1.0835856884,0.91
360,LYB,114.3099975586,2402000,1.0831835827,0.91
361,UVV,63.7299995422,97700,1.0851171112,0.91
362,SRV,35.0400009155,4900,1.0885369224,0.91
363,ITUB,5.3400001526,42669800,1.0832196784,0.91
364,ICPT,17.8400001526,466900,1.0808836493,0.91
365,ASR,217.6900024414,47400,1.0819524522,0.91
366,ARCO,7.8400001526,3727500,1.0886293143,0.91
367,PFHD,23.0799999237,127200,1.0854817555,0.91
368,NTCT,34.8300018311,612200,1.0871094824,0.91
369,OMAB,57.3699989319,61200,1.0870511553,0.91
370,OVBC,31.0000000000,13300,1.0866886464,0.91
371,PKBK,25.2000007629,74200,1.0807887552,0.90
372,BCML,23.3199996948,106500,1.0758312750,0.90
373,KMI,20.0200004578,13331900,1.0791062839,0.90
374,SJIV,69.4499969482,41400,1.0800027751,0.90
375,AVT,47.7700004578,1020300,1.0732740892,0.90
376,PAGP,12.2700004578,2603400,1.0760444510,0.90
377,PCGU,113.1600036621,27900,1.0712715064,0.90
378,UNTY,29.2500000000,73600,1.0715743893,0.90
379,TREC,9.7299995422,441600,1.0739955870,0.90
380,TRP,58.0900001526,1206400,1.0745984637,0.90
381,E,30.2800006866,481400,1.0746940052,0.90
382,MPLX,33.2400016785,1715600,1.0733256286,0.90
383,ENB,45.9500007629,5981700,1.0790101884,0.90
384,UBS,18.7600002289,6122400,1.0755004505,0.90
385,RHP,94.9400024414,746200,1.0799543907,0.90
386,NOC,464.2500000000,798600,1.0769225012,0.90
387,CDK,54.5200004578,1444900,1.0721703746,0.90
388,PAA,11.7100000381,6110400,1.0799650110,0.90
389,NRZ,11.3199996948,5029100,1.0793561398,0.90
390,WWE,67.0800018311,855800,1.0801338762,0.90
391,MANT,95.1500015259,598100,1.0721827407,0.90
392,SR,77.8000030518,263100,1.0794827563,0.90
393,FPL,6.5100002289,102700,1.0705548124,0.90
394,OGS,86.7600021362,395100,1.0684123244,0.89
395,CTS,41.1899986267,174700,1.0664422589,0.89
396,CAAP,6.2899999619,66200,1.0696106339,0.89
397,AXS,58.3899993896,322000,1.0648838973,0.89
398,RS,195.3899993896,445300,1.0655955599,0.89
399,CBT,74.1100006104,409800,1.0705040852,0.89
400,UTL,57.7999992371,76400,1.0662625040,0.89
401,OSBC,15.3100004196,182100,1.0668077635,0.89
402,HUN,35.7500000000,2389500,1.0655845719,0.89
403,ATO,116.4300003052,993000,1.0689562178,0.89
404,BTI,44.5400009155,2362000,1.0694206541,0.89
405,DOW,68.1100006104,5958100,1.0666948073,0.89
406,DRH,10.6199998856,2694700,1.0664110408,0.89
407,CVBF,24.5799999237,914200,1.0653196210,0.89
408,AUY,5.5700001717,59909500,1.0621463065,0.88
409,ARTNA,48.5400009155,31600,1.0637594760,0.88
410,OFG,28.2399997711,261000,1.0631795391,0.88
411,CHEF,35.4199981689,145000,1.0608140222,0.88
412,MO,54.0800018311,6797300,1.0642967961,0.88
413,CERN,94.6900024414,3336600,1.0634821095,0.88
414,MTB,177.7899932861,1487400,1.0596961115,0.88
415,NJR,45.9000015259,348600,1.0574830578,0.87
416,STRRP,9.7299995422,7100,1.0538967937,0.87
417,CI,264.5799865723,2622900,1.0542401747,0.87
418,KDNY,15.6300001144,450300,1.0555651584,0.87
419,BCH,20.6399993896,158200,1.0575588209,0.87
420,PLYA,8.9799995422,8423900,1.0555246896,0.87
421,CHRW,108.3900070190,990100,1.0527901226,0.86
422,UNVR,30.6200008392,1134600,1.0489680352,0.86
423,SNP,53.4399986267,222700,1.0527437308,0.86
424,PSN,39.7700004578,373000,1.0496452897,0.86
425,MAT,24.4699993134,2904800,1.0499743212,0.86
426,HWM,35.6800003052,2435000,1.0433947110,0.85
427,RFP,14.4200000763,1121200,1.0435603843,0.85
428,KEX,68.3099975586,282300,1.0441547444,0.85
429,SLP,47.8199996948,81700,1.0474371513,0.85
430,BECN,61.4799995422,648100,1.0394696080,0.84
431,SNEX,74.9800033569,56200,1.0395201229,0.84
432,DBI,15.5200004578,2285000,1.0394873368,0.84
433,HSBC,33.1399993896,3110700,1.0427851970,0.84
434,NXST,175.4100036621,273000,1.0429624984,0.84
435,MYFW,32.0299987793,47900,1.0427123321,0.84
436,VALE,18.3400001526,25323800,1.0378755394,0.83
437,NSR,7.8099999428,3500,1.0377082568,0.83
438,HFRO,11.7600002289,125700,1.0389792849,0.83
439,SHLX,14.2399997711,1068400,1.0370870711,0.83
440,TAP,54.7200012207,1598900,1.0328880549,0.82
441,OGN,37.7500000000,1172800,1.0332408906,0.82
442,TTMI,14.2600002289,526100,1.0354026530,0.82
443,BHR,5.9600000381,1021300,1.0318158565,0.81
444,BHP,71.5999984741,4588400,1.0300072182,0.81
445,REGI,61.3600006104,1231300,1.0282968799,0.80
446,SUZ,11.2500000000,701900,1.0263854244,0.79
