,symbol,close,relative_strength_sp500,rank
70,VET,21.6900005341,1.3358356464,0.99
71,VERU,12.7700004578,1.4690077337,0.99
72,AMPY,9.1049995422,1.4348567002,0.99
73,DDS,301.3949890137,1.3695978334,0.99
74,PVL,4.6250000000,1.4455938850,0.99
75,VAL,60.3450012207,1.3676077145,0.99
76,CVI,34.7200012207,1.4140390089,0.99
77,CVE,22.5114002228,1.3488944900,0.99
78,CTRA,35.4150009155,1.3244093600,0.99
79,RENN,28.3400001526,1.3598414311,0.99
80,LGVN,8.1400003433,1.5189499700,0.99
81,CRK,20.1949996948,1.6939459744,0.99
82,UONE,12.0900001526,1.4654980351,0.99
83,AR,44.5099983215,1.5288186087,0.99
84,RRC,36.1800003052,1.3700083181,0.99
85,CNCE,6.3442997932,1.4102242061,0.99
86,ARCH,167.0099945068,1.3501040041,0.99
87,ARL,22.3638000488,1.3494780401,0.99
88,ARLP,19.6700000763,1.4316380814,0.99
89,CISO,5.4200000763,1.3936967155,0.99
90,SD,24.9200000763,1.6014654308,0.99
91,SGML,18.3500003815,1.4872978956,0.99
92,SIGA,13.9010000229,1.5607609375,0.99
93,CHKEZ,79.0599975586,1.3511046934,0.99
94,CHKEW,84.6699981689,1.3526790739,0.99
95,CHKEL,75.7799987793,1.4051172795,0.99
96,SJT,12.7500000000,1.4949085692,0.99
97,SM,48.9599990845,1.3223516926,0.99
98,SMHI,9.2049999237,1.4280050073,0.99
99,CEIX,53.3899993896,1.5099650872,0.99
100,SQM,113.3450012207,1.4068326118,0.99
101,CARV,11.3009996414,1.3489423544,0.99
102,CAR,196.2899932861,1.4576982634,0.99
103,SRRA,54.7599983215,1.4452255836,0.99
104,BTU,25.0000000000,1.5403949194,0.99
105,STNG,33.8241996765,1.3631663613,0.99
106,TWI,18.4274005890,1.3433003298,0.99
107,BRW,8.2150001526,1.3736939029,0.99
108,SWN,9.1599998474,1.3456867763,0.99
109,BORR,5.1174998283,1.5849768278,0.99
110,TDW,27.3700008392,1.3962403908,0.99
111,DK,29.6200008392,1.2715095644,0.98
112,BLU,8.3549995422,1.2743889049,0.98
113,MGY,28.1100006104,1.2480480294,0.98
114,BRY,11.3500003815,1.2375829288,0.98
115,APA,47.2799987793,1.2799894385,0.98
116,RGC,28.7500000000,1.3000283811,0.98
117,TRMD,14.2500000000,1.2977761513,0.98
118,CRT,19.2399997711,1.2404528154,0.98
119,UAN,127.8399963379,1.2741424256,0.98
120,UONEK,6.6599998474,1.3143658219,0.98
121,APTS,24.9449996948,1.2614633086,0.98
122,ASC,7.3828001022,1.2778653976,0.98
123,METC,14.3299999237,1.2356824518,0.98
124,CPSS,13.6300001144,1.2943269174,0.98
125,ROCC,42.5279998779,1.2278176524,0.98
126,TGA,4.6891999245,1.2759015876,0.98
127,CPG,8.7899999619,1.2476297602,0.98
128,CCXI,23.0699996948,1.3036333908,0.98
129,SOUN,7.8200001717,1.2400606230,0.98
130,FRGE,17.9500007629,1.2460329819,0.98
131,WFRD,34.5099983215,1.2658414695,0.98
132,HP,51.7799987793,1.2513003758,0.98
133,HMLP,9.0101003647,1.2631778336,0.98
134,HNRG,4.8411998749,1.2740223412,0.98
135,CLR,68.5699996948,1.2327656506,0.98
136,SBOW,38.3800010681,1.3209487466,0.98
137,NTRBW,5.9899997711,1.2770843389,0.98
138,ESTE,18.5750007629,1.2657791771,0.98
139,ERF,14.8599996567,1.2813048175,0.98
140,NRT,18.5000991821,1.3214392781,0.98
141,ALB,269.9700012207,1.2348832589,0.98
142,SBR,74.3349990845,1.2439101611,0.98
143,EQRX,5.1950001717,1.2374886754,0.98
144,PDS,77.1500015259,1.2770521090,0.98
145,VRTV,143.2899932861,1.3139189135,0.98
146,GCBC,55.7200012207,1.2495211082,0.98
147,EPAM,334.0000000000,1.2415007081,0.98
148,NE,36.8499984741,1.2298244171,0.98
149,EOLS,13.4849996567,1.2509713362,0.98
150,ENLC,11.3097000122,1.2633469647,0.98
151,VLO,132.0700073242,1.2773814762,0.98
152,NAOV,0.6973999739,1.3162685312,0.98
153,EGY,7.4510002136,1.3203678546,0.98
154,DXLG,4.4749999046,1.3005336213,0.98
155,MUSA,255.6999969482,1.2493355659,0.98
156,MARPS,7.8101000786,1.2962796198,0.98
157,DVN,75.1999969482,1.3063777960,0.98
158,TTI,5.3499999046,1.2616753349,0.98
159,VIST,9.6300001144,1.2515662291,0.98
160,CIVI,76.7300033569,1.2795843008,0.98
161,DMLP,30.8349990845,1.2595644316,0.98
162,IRTC,138.4221038818,1.2575244903,0.98
163,GLOP,5.4050002098,1.2929300388,0.98
164,ASRT,3.1024999619,1.2616904725,0.98
165,MRO,30.7999992371,1.3049697735,0.98
166,TRQ,28.1499996185,1.2313906540,0.98
167,AMPH,38.5299987793,1.2709019327,0.98
168,HSON,37.1899986267,1.2612328451,0.98
169,GREE,4.5799999237,1.2758285039,0.98
170,PTEN,19.7399997711,1.3147416325,0.98
171,PTSI,28.6499996185,1.2403556798,0.98
172,AVD,24.6000003815,1.2342957457,0.98
173,TROO,2.8213999271,1.3058293817,0.98
174,CXW,12.9899997711,1.2442962331,0.98
175,MRIN,2.0899999142,1.2955592859,0.98
176,VALU,68.9599990845,1.2514672725,0.98
177,LTHM,33.9599990845,1.2525823701,0.98
178,MNRL,30.4400005341,1.2304705477,0.98
179,DINO,49.6599998474,1.2442742006,0.98
180,MN,12.7299995422,1.2609056122,0.98
181,IPI,63.9150009155,1.2026346276,0.97
182,IPWR,13.3699998856,1.2082987284,0.97
183,ISIG,10.1400003433,1.1971339075,0.97
184,WLL,87.5800018311,1.1961268407,0.97
185,VYGR,6.0999999046,1.2201789781,0.97
186,VOC,7.4182000160,1.2030081605,0.97
187,APLD,4.4821000099,1.2026276041,0.97
188,BBW,20.2399997711,1.2051440741,0.97
189,TNK,21.2999992371,1.1959224412,0.97
190,TMST,24.1464004517,1.2128483944,0.97
191,TMDX,29.6700000763,1.2168763550,0.97
192,BEST,1.2601000071,1.2177652604,0.97
193,BHVN,143.5500030518,1.1981404101,0.97
194,BIOR,0.8389000297,1.2273849953,0.97
195,TECK,43.0400009155,1.2101966195,0.97
196,TCDA,8.3999996185,1.1974735541,0.97
197,BLTE,14.6199998856,1.1897025904,0.97
198,TALO,22.3299999237,1.1947100630,0.97
199,SWCH,33.7099990845,1.2017269109,0.97
200,SU,40.3549995422,1.2206234487,0.97
201,STON,3.4200000763,1.2022460181,0.97
202,BSM,15.9700002670,1.2115780654,0.97
203,SRTS,8.9700002670,1.2268127412,0.97
204,SPTN,34.4900016785,1.1946316076,0.97
205,CC,43.5247993469,1.2166705820,0.97
206,SOTK,6.3998999596,1.2001756002,0.97
207,SOGU,45.3708992004,1.1906692066,0.97
208,CEPU,3.9000000954,1.1894185158,0.97
209,SLVM,49.5149993896,1.2232087832,0.97
210,SITM,213.6100006104,1.1962371345,0.97
211,CLMT,13.8999996185,1.2268529532,0.97
212,SBLK,32.5000000000,1.1964216774,0.97
213,SAIL,63.2099990845,1.2065655815,0.97
214,RYI,30.5799999237,1.2095385478,0.97
215,CNQ,66.5699996948,1.2163288011,0.97
216,CNX,22.5149993896,1.2211419688,0.97
217,COP,113.3700027466,1.2097001102,0.97
218,RIBT,0.6725000143,1.2231746878,0.97
219,RES,9.3050003052,1.2208789355,0.97
220,CVEO,28.0849990845,1.2009959846,0.97
221,CYTK,41.7200012207,1.1942381329,0.97
222,PXI,49.2599983215,1.2039147569,0.97
223,DHX,6.5900001526,1.1943931519,0.97
224,PNRG,83.7850036621,1.2004857097,0.97
225,EGLE,70.9767990112,1.2240668326,0.97
226,PFSW,12.7799997330,1.1904896669,0.97
227,ESEA,32.7500000000,1.2065064066,0.97
228,OVV,55.3741989136,1.2020288620,0.97
229,FGBI,29.3500003815,1.2276302368,0.97
230,FLMN,7.4949998856,1.2184866490,0.97
231,OAS,160.7400054932,1.2186731468,0.97
232,NUTX,9.9899997711,1.1993001349,0.97
233,NSYS,11.7500000000,1.2059332590,0.97
234,FTXN,30.1100006104,1.1933794443,0.97
235,NOG,32.2190017700,1.2068448039,0.97
236,NFE,47.9900016785,1.2241796719,0.97
237,NEON,6.5000000000,1.2034219276,0.97
238,NBR,165.2299957275,1.2231474711,0.97
239,MVO,11.6999998093,1.2193166836,0.97
240,MUR,42.6002006531,1.2177867539,0.97
241,GNK,24.9449996948,1.2127426594,0.97
242,MTDR,60.8451995850,1.2223053755,0.97
243,GPOR,99.3099975586,1.2176174872,0.97
244,MPC,102.0400009155,1.1935929398,0.97
245,HAL,40.7949981689,1.1962904617,0.97
246,MNKD,4.3550000191,1.2165920318,0.97
247,HRB,35.3849983215,1.1957635804,0.97
248,LAC,27.7199993134,1.2089069602,0.97
249,KRP,19.3600006104,1.1894464966,0.97
250,WTI,6.5549998283,1.2125427716,0.97
251,SLB,47.9199981689,1.1583113201,0.96
252,SLCA,17.9899997711,1.1851895054,0.96
253,CF,94.6500015259,1.1893298367,0.96
254,TRGP,72.4899978638,1.1745309474,0.96
255,TS,34.4199981689,1.1794330756,0.96
256,SWX,95.0599975586,1.1628248122,0.96
257,CDR,26.7950000763,1.1816250826,0.96
258,TUFN,12.5790004730,1.1724855886,0.96
259,LAUR,13.1800003052,1.1778589983,0.96
260,ELP,7.6950001717,1.1838629184,0.96
261,SOI,14.1099996567,1.1734378686,0.96
262,EIGR,6.7500000000,1.1872767045,0.96
263,PHUN,1.4299999475,1.1777295496,0.96
264,PBR,14.2950000763,1.1857583200,0.96
265,EDRY,28.7299995422,1.1692133265,0.96
266,PANL,6.4499998093,1.1813260388,0.96
267,PAM,23.9465007782,1.1673479384,0.96
268,STLD,87.6299972534,1.1565016535,0.96
269,PLAN,65.5699996948,1.1710269654,0.96
270,PME,1.0187000036,1.1808845781,0.96
271,WIRE,126.5199966431,1.1719044980,0.96
272,DVAX,12.3800001144,1.1626672967,0.96
273,PCOM,24.6399993896,1.1618087366,0.96
274,OIS,7.6999998093,1.1754228662,0.96
275,POLY,39.6599998474,1.1544246438,0.96
276,PDCE,77.4424972534,1.1710131924,0.96
277,PPC,33.3699989319,1.1819647228,0.96
278,OXBR,5.0651998520,1.1701667793,0.96
279,DTM,57.2400016785,1.1590904371,0.96
280,DSX,6.3150000572,1.1663130612,0.96
281,FMAO,39.8400001526,1.1808665209,0.96
282,NDP,32.8899993896,1.1687728709,0.96
283,GEO,7.1300001144,1.1568701362,0.96
284,FLR,27.8600006104,1.1717441705,0.96
285,FLNG,27.7399997711,1.1774828137,0.96
286,PRPH,8.4499998093,1.1816684350,0.96
287,PSCE,11.4449996948,1.1789607735,0.96
288,BKR,37.0349998474,1.1653159186,0.96
289,MYE,23.9899997711,1.1567754106,0.96
290,PXD,277.4899902344,1.1846266222,0.96
291,EQNR,37.6899986267,1.1855700462,0.96
292,EPSN,7.1399998665,1.1779643466,0.96
293,TGS,6.6900000572,1.1586055595,0.96
294,AMX,22.3549995422,1.1551940598,0.96
295,CVX,177.4049987793,1.1801809220,0.96
296,GRVI,5.8400998116,1.1549595336,0.96
297,VNOM,32.5699996948,1.1769122174,0.96
298,SSL,26.0499992371,1.1576248187,0.96
299,RELL,14.0050001144,1.1868749041,0.96
300,UTHR,234.1000061035,1.1646992016,0.96
301,MOS,59.2299995422,1.1550819755,0.96
302,HCC,33.9799995422,1.1833110942,0.96
303,XOM,97.9098968506,1.1866199430,0.96
304,EOG,136.3300018311,1.1801023448,0.96
305,CAL,28.7950000763,1.1570556979,0.96
306,WOW,22.5599994659,1.1707154041,0.96
307,MMLP,4.1424999237,1.1794693032,0.96
308,JMSB,27.8999996185,1.1728940017,0.96
309,LLY,320.0299987793,1.1838550789,0.96
310,HHS,8.4300003052,1.1561837916,0.96
311,MCK,334.2049865723,1.1774256089,0.96
312,SHEL,60.0299987793,1.1556165640,0.96
313,CHK,102.8499984741,1.1650996698,0.96
314,DKL,57.0000000000,1.1676080301,0.96
315,ZTEK,2.2000000477,1.1553853651,0.96
316,FANG,151.9799957275,1.1839348706,0.96
317,ATGE,32.2000007629,1.1354289165,0.95
318,OFS,12.6927003860,1.1488529290,0.95
319,AA,64.0350036621,1.1371910361,0.95
320,OLN,65.7500000000,1.1507333405,0.95
321,OPCH,30.7250003815,1.1508486123,0.95
322,SYNL,16.1000003815,1.1455508976,0.95
323,STGW,8.0850000381,1.1511496844,0.95
324,TSEM,48.3300018311,1.1484809958,0.95
325,SPLP,42.2500000000,1.1370960004,0.95
326,JKS,58.2228012085,1.1536102819,0.95
327,ASIX,46.8250007629,1.1459208991,0.95
328,ISSC,8.8249998093,1.1432330434,0.95
329,TNP,11.2899999619,1.1407283127,0.95
330,SMM,8.6499996185,1.1385800870,0.95
331,SMCI,49.5000000000,1.1453739296,0.95
332,CERE,26.8500003815,1.1378124154,0.95
333,AZPN,195.0099945068,1.1442359138,0.95
334,KEN,58.1599998474,1.1441906734,0.95
335,ZIM,67.7600021362,1.1429701481,0.95
336,SIMO,90.4899978638,1.1468217530,0.95
337,CHS,5.0900001526,1.1497167156,0.95
338,MAYS,42.0000000000,1.1404259584,0.95
339,TASK,24.2709999084,1.1358036476,0.95
340,ULH,27.4850006104,1.1454584884,0.95
341,SBS,10.0150003433,1.1379090531,0.95
342,ARIS,20.7099990845,1.1436703856,0.95
343,WSTG,38.2500000000,1.1421968064,0.95
344,MGPI,97.6200027466,1.1407191941,0.95
345,SARK,60.2905998230,1.1529615572,0.95
346,SAMG,20.3500003815,1.1439952877,0.95
347,ZEUS,36.0950012207,1.1416270838,0.95
348,RTLR,17.1399993896,1.1522911623,0.95
349,HES,122.7900009155,1.1446200028,0.95
350,SUMR,11.7799997330,1.1522316516,0.95
351,COKE,568.1099853516,1.1428300629,0.95
352,COMT,43.7700004578,1.1467429661,0.95
353,WMK,72.8750000000,1.1449524954,0.95
354,UNM,36.3100013733,1.1435072485,0.95
355,RNGR,10.9399995804,1.1424932434,0.95
356,RNDB,26.0000000000,1.1488352043,0.95
357,RMNI,6.3200001717,1.1395516556,0.95
358,CUTR,47.8400001526,1.1398456016,0.95
359,CWCO,13.6499996185,1.1363482278,0.95
360,CYBE,43.8650016785,1.1352046036,0.95
361,TCI,45.5000000000,1.1394159418,0.95
362,WMB,37.5050010681,1.1442545065,0.95
363,GFF,31.4349994659,1.1397857419,0.95
364,AMOV,22.0601005554,1.1465622030,0.95
365,DLNG,4.0100002289,1.1363344642,0.95
366,ATEN,15.7799997330,1.1498125578,0.95
367,PNBK,14.4700002670,1.1514393185,0.95
368,PMTS,18.0121994019,1.1396192410,0.95
369,NL,8.8000001907,1.1502361736,0.95
370,PLAB,20.9599990845,1.1524775470,0.95
371,TX,44.6250000000,1.1363426903,0.95
372,EBR,9.1000003815,1.1420725262,0.95
373,PHX,3.5416998863,1.1403825701,0.95
374,NR,4.4899997711,1.1362596758,0.95
375,NRG,46.0999984741,1.1462582950,0.95
376,EMCF,35.6074981689,1.1347753937,0.95
377,ALKS,30.6100006104,1.1541557016,0.95
378,PEO,23.1599998474,1.1380298367,0.95
379,ALJJ,2.0650000572,1.1419978077,0.95
380,ALCO,41.3300018311,1.1515082722,0.95
381,VST,26.0949993134,1.1386484897,0.95
382,ESQ,37.5000000000,1.1351486228,0.95
383,PDBC,19.6250000000,1.1508289539,0.95
384,EVA,77.5299987793,1.1464199453,0.95
385,EXC,49.5676994324,1.1454690198,0.95
386,NVGS,13.6999998093,1.1416083374,0.95
387,KNTK,85.1999969482,1.1232495264,0.94
388,INSW,24.3500003815,1.1318237742,0.94
389,USOI,5.7150001526,1.1163272350,0.94
390,RLYB,13.0000000000,1.1233409278,0.94
391,QUIK,6.7100000381,1.1204033549,0.94
392,MRNA,147.9499969482,1.1162695185,0.94
393,ANY,1.0183999538,1.1313896080,0.94
394,JWN,26.2399997711,1.1210600464,0.94
395,MRK,92.0899963379,1.1160390763,0.94
396,CLFD,61.5699996948,1.1333872339,0.94
397,REGN,690.9299926758,1.1156109719,0.94
398,TTE,58.4799995422,1.1271996660,0.94
399,GSM,7.4349999428,1.1249513574,0.94
400,LPG,16.9200000763,1.1225285936,0.94
401,AZO,2063.0300292969,1.1168962168,0.94
402,BCBP,20.1499996185,1.1328041840,0.94
403,LRN,39.3250007629,1.1320196194,0.94
404,FPI,14.8699998856,1.1191653078,0.94
405,NPTN,15.5399999619,1.1277534180,0.94
406,SFL,11.3199996948,1.1177591396,0.94
407,IMXI,20.0799999237,1.1280793985,0.94
408,NLSN,25.7399997711,1.1327184077,0.94
409,PAG,114.7949981689,1.1185715624,0.94
410,AGRI,2.8599998951,1.1242687049,0.94
411,WTTR,8.6000003815,1.1330386981,0.94
412,EXLS,143.6300048828,1.1274524771,0.94
413,CMRE,14.3500003815,1.1261300099,0.94
414,NGVC,17.8600006104,1.1311297173,0.94
415,NFG,73.6050033569,1.1328706522,0.94
416,EVH,28.6700000763,1.1158293187,0.94
417,KRO,18.5499992371,1.1147906750,0.94
418,WRB,70.1999969482,1.1251682936,0.94
419,PRCT,40.1800003052,1.1191677736,0.94
420,SWIR,22.5400009155,1.1311830622,0.94
421,HLIT,9.7550001144,1.1223300127,0.94
422,MIRM,24.8899993896,1.1195352429,0.94
423,PRT,10.0200004578,1.1316196133,0.94
424,PRTA,28.0000000000,1.1332792549,0.94
425,DLTR,161.8650054932,1.1314115222,0.94
426,MBII,1.1250000000,1.1313363659,0.94
427,SURG,4.8498997688,1.1252594234,0.94
428,CNR,24.5300006866,1.1173362924,0.94
429,BKEP,4.5328998566,1.1277319803,0.94
430,ICL,11.3004999161,1.1163029617,0.94
431,PBFX,17.1450004578,1.1238579016,0.94
432,AMRK,77.2307968140,1.1292514276,0.94
433,STRS,41.2799987793,1.1199696082,0.94
434,ENPH,189.9299926758,1.1305299426,0.94
435,EMO,30.1399993896,1.1157087045,0.94
436,ICPT,18.4500007629,1.1315517678,0.94
437,BGR,12.9897003174,1.1216553863,0.94
438,DGICB,16.7500000000,1.1156904185,0.94
439,PFE,53.6855010986,1.1264284893,0.94
440,NTR,94.9950027466,1.1268230273,0.94
441,CPHC,21.5599994659,1.1291615156,0.94
442,KR,53.0900001526,1.1292020205,0.94
443,ACC,64.8499984741,1.1295729764,0.94
444,WSR,12.3800001144,1.1245750761,0.94
445,NSEC,16.2399997711,1.1325682770,0.94
446,SIRE,19.0000000000,1.1231607924,0.94
447,EZPW,7.9050002098,1.1278304491,0.94
448,AEMD,1.5499999523,1.1244894526,0.94
449,HALO,47.7200012207,1.1165706696,0.94
450,LPI,83.7699966431,1.1262940249,0.94
451,GNE,7.8779001236,1.1324134161,0.94
452,NTCT,37.3499984741,1.1196428490,0.94
453,CRGE,4.4749999046,1.1151808970,0.94
454,BANF,88.9400024414,1.1123963910,0.93
455,SCI,69.9801025391,1.1140809774,0.93
456,SBT,6.6799998283,1.1082691287,0.93
457,CLW,34.0099983215,1.1046751239,0.93
458,AHPI,2.1761999130,1.1122346176,0.93
459,CAPL,22.2884006500,1.1037423419,0.93
460,CNP,32.2799987793,1.1092512699,0.93
461,VRTX,273.4400024414,1.1144425945,0.93
462,Y,833.5349731445,1.1081083010,0.93
463,CPE,57.2200012207,1.1139492162,0.93
464,PBHC,19.8500003815,1.1078605325,0.93
465,ACHC,71.9749984741,1.1039322783,0.93
466,GTYH,5.9050002098,1.1129584523,0.93
467,IDRA,0.6868000031,1.1055045789,0.93
468,CTR,31.4832000732,1.1057740109,0.93
469,UTI,9.1099996567,1.1092488216,0.93
470,ADM,88.1399993896,1.1058743035,0.93
471,BXC,83.4100036621,1.1110805102,0.93
472,ANTM,517.8099975586,1.1074364618,0.93
473,ADMA,2.0599999428,1.1084432733,0.93
474,MSP,35.0250015259,1.1146246325,0.93
475,CWEN,35.9000015259,1.1022303744,0.93
476,MTOR,36.1549987793,1.1040733818,0.93
477,AEL,41.2099990845,1.1137248053,0.93
478,DCP,36.3199996948,1.1049291086,0.93
479,ON,60.8199996948,1.1136452023,0.93
480,PTNR,7.5900001526,1.1086227659,0.93
481,LC,15.2500000000,1.1023890056,0.93
482,WHD,53.0400009155,1.1123916093,0.93
483,DLO,29.1499996185,1.1058845595,0.93
484,PSX,101.5400009155,1.1080532616,0.93
485,ORA,85.4400024414,1.1103781180,0.93
486,PSB,187.3899993896,1.1080094321,0.93
487,OTTR,64.9749984741,1.1067726873,0.93
488,AMEH,36.9399986267,1.1094222438,0.93
489,WLK,130.5500030518,1.1042632714,0.93
490,NGS,13.8868999481,1.1050028630,0.93
491,LBRT,16.3150005341,1.1102398233,0.93
492,AMC,13.3400001526,1.1058798623,0.93
493,PLUS,56.9799995422,1.1046191000,0.93
494,DY,94.7519989014,1.1092663799,0.93
495,EURN,12.9700002670,1.1051745232,0.93
496,NOV,19.8799991608,1.1025912736,0.93
497,NVEE,122.6500015259,1.1070167251,0.93
498,ED,100.3300018311,1.1087442589,0.93
499,FTGC,29.5400009155,1.1028006293,0.93
500,FRO,11.4300003052,1.1125342499,0.93
501,VIVO,27.9799995422,1.1072832374,0.93
502,PHI,37.8955001831,1.1072237084,0.93
503,BCTX,4.8449997902,1.1117126857,0.93
504,IMKTA,89.0950012207,1.1137749373,0.93
505,BELFA,21.5499992371,1.1054915563,0.93
506,TTP,30.2099990845,1.1037970956,0.93
507,PBA,40.2200012207,1.1127658359,0.93
508,LND,6.7500000000,1.1038951853,0.93
509,JILL,18.5599994659,1.1024256531,0.93
510,TIMB,14.9650001526,1.1071851100,0.93
511,TA,37.8800010681,1.1084839484,0.93
512,NUE,136.2100067139,1.1026932380,0.93
513,ASPS,10.7100000381,1.1097819421,0.93
514,ITCI,57.8300018311,1.1131376633,0.93
515,UFPT,76.7350006104,1.1093774625,0.93
516,NRGX,15.5507001877,1.1099764433,0.93
517,MBI,14.3500003815,1.1076929415,0.93
518,CIB,40.1349983215,1.1107571502,0.93
519,SENEA,57.2854003906,1.1023329307,0.93
520,FTI,8.7200002670,1.0940949583,0.92
521,NVO,107.3399963379,1.0943189740,0.92
522,IMMX,2.5999999046,1.0957114715,0.92
523,CEN,17.7199993134,1.0985256621,0.92
524,VG,19.3250007629,1.0997406768,0.92
525,RSG,135.7500000000,1.0946473477,0.92
526,HESM,33.4300003052,1.0995206602,0.92
527,CBIO,1.1900000572,1.1016741347,0.92
528,GEL,12.4399995804,1.0981437231,0.92
529,PRFT,100.2799987793,1.1009365206,0.92
530,OVBC,30.8099994659,1.0993552493,0.92
531,SRE,166.4499969482,1.0937350543,0.92
532,TTM,28.1200008392,1.0946486583,0.92
533,KMF,8.7090997696,1.0970422535,0.92
534,FULC,7.6199998856,1.1008027356,0.92
535,AROC,9.9399995804,1.0931619410,0.92
536,WES,28.0000000000,1.0988914464,0.92
537,FEAM,26.1650009155,1.0930593628,0.92
538,FDUS,20.0400009155,1.0930547969,0.92
539,VIV,10.8549995422,1.1019875004,0.92
540,AMAL,19.8999996185,1.1002953887,0.92
541,ABC,155.6150054932,1.0980472277,0.92
542,SB,4.7899999619,1.0935585113,0.92
543,ETRN,7.9549999237,1.0970421066,0.92
544,NRGV,14.6499996185,1.1004289045,0.92
545,BRDG,19.2950000763,1.0957044794,0.92
546,CMC,41.0200004578,1.0981704764,0.92
547,M,23.4120006561,1.0917427018,0.92
548,BG,113.7549972534,1.1005795055,0.92
549,FWONK,63.0149993896,1.0975028335,0.92
550,FWONA,57.7579994202,1.1021432419,0.92
551,EDN,5.7600002289,1.0995860855,0.92
552,PARR,16.6299991608,1.1019699324,0.92
553,ATKR,106.3600006104,1.1016860793,0.92
554,NTUS,32.8499984741,1.0934855476,0.92
555,SENEB,58.0000000000,1.1021408678,0.92
556,TSC,30.5400009155,1.0918185319,0.92
557,ATI,27.2800006866,1.0957660338,0.92
558,ASH,108.1399993896,1.1009380697,0.92
559,AOSL,45.3800010681,1.1018299965,0.92
560,GTLS,182.7299957275,1.0990372897,0.92
561,CDEV,7.8499999046,1.0988683346,0.92
562,RGP,18.1499996185,1.0996546543,0.92
563,EIX,70.1200027466,1.0925960336,0.92
564,MPWR,456.6199951172,1.1000335073,0.92
565,RLI,119.6200027466,1.0943028857,0.92
566,CLF,24.3400001526,1.0955174616,0.92
567,CDRE,26.8099994659,1.0936700086,0.92
568,SND,3.3849999905,1.0955431962,0.92
569,LPLA,199.0000000000,1.0968330184,0.92
570,CACC,583.5750122070,1.0995608157,0.92
