,symbol,close,relative_strength_sp500,rank
571,CRESY,7.4200000763,1.0954889789,0.92
572,NTG,38.2700004578,1.0937726593,0.92
573,CYXT,14.3118000031,1.0971170929,0.92
574,TVTY,32.3300018311,1.1020771885,0.92
575,WEYS,27.1499996185,1.0930220771,0.92
576,BP,32.5849990845,1.1008299468,0.92
577,PWR,123.4400024414,1.0932813856,0.92
578,KOF,59.0099983215,1.0964751469,0.92
579,ISEE,10.9899997711,1.0929524137,0.92
580,PUYI,7.4400000572,1.0918156499,0.92
581,GGB,6.2249999046,1.1018874643,0.92
582,ATNI,44.2799987793,1.0959590840,0.92
583,ARC,3.0899999142,1.0985558985,0.92
584,ROG,264.7950134277,1.0924732093,0.92
585,CALM,48.0299987793,1.0950147085,0.92
586,SPH,17.0599994659,1.0927269443,0.92
587,CEM,35.9449996948,1.0977228537,0.92
588,NCSM,39.5000000000,1.0926511243,0.92
589,XENE,27.4200000763,1.0913645961,0.91
590,CLSD,1.3200000525,1.0844347951,0.91
591,FIF,15.8009996414,1.0862131571,0.91
592,BRT,22.9400005341,1.0903586104,0.91
593,SJI,34.5299987793,1.0895107988,0.91
594,QLYS,138.3200073242,1.0908704802,0.91
595,SGLY,4.6199998856,1.0893456138,0.91
596,LMST,19.8400001526,1.0876031014,0.91
597,HURN,61.0600013733,1.0889267480,0.91
598,ENOB,4.8499999046,1.0852860103,0.91
599,VLAT,9.7200002670,1.0905064159,0.91
600,ET,11.6800003052,1.0869857394,0.91
601,FATBP,20.8600006104,1.0892223665,0.91
602,PFIE,1.3500000238,1.0863742205,0.91
603,EPD,27.7199993134,1.0889201589,0.91
604,USAC,18.3400001526,1.0869545381,0.91
605,DNOW,11.1599998474,1.0909424938,0.91
606,TGLS,21.5499992371,1.0848439581,0.91
607,GERN,1.3849999905,1.0859174947,0.91
608,KNSL,218.5149993896,1.0895408437,0.91
609,FIZZ,50.7999992371,1.0890380399,0.91
610,JAKK,13.1800003052,1.0910496623,0.91
611,ITUB,5.4909000397,1.0911536625,0.91
612,UNFI,43.1199989319,1.0869925598,0.91
613,ULTA,415.5499877930,1.0854395635,0.91
614,AFG,137.3500061035,1.0876078623,0.91
615,IRT,24.0000000000,1.0868344778,0.91
616,HST,20.5599994659,1.0848338103,0.91
617,SCSC,39.0099983215,1.0885503148,0.91
618,SO,75.8099975586,1.0913742144,0.91
619,PGR,118.7699966431,1.0865057390,0.91
620,FET,24.0499992371,1.0890618527,0.91
621,ABBV,148.2500000000,1.0847763949,0.91
622,CXM,12.6700000763,1.0844790106,0.91
623,CTO,66.0599975586,1.0913126161,0.91
624,HGLB,10.5599002838,1.0878160553,0.91
625,NI,31.6749992371,1.0915975806,0.91
626,STKL,8.1649999619,1.0864419331,0.91
627,OI,16.7343997955,1.0855637273,0.91
628,LYB,115.5950012207,1.0838905278,0.91
629,SHIP,1.1797000170,1.0868101455,0.91
630,ARCO,7.6700000763,1.0869600493,0.91
631,ETR,120.8799972534,1.0834244783,0.91
632,HOLI,15.1199998856,1.0851048420,0.91
633,TWNK,21.4349994659,1.0858561504,0.91
634,PAC,147.6699981689,1.0874602541,0.91
635,FCN,167.0874938965,1.0897624368,0.91
636,MIC,3.8099999428,1.0846450102,0.91
637,IRM,54.1399993896,1.0893925591,0.91
638,PLL,66.4159011841,1.0851601491,0.91
639,GACQU,10.1486997604,1.0838986191,0.91
640,CTVA,61.6800003052,1.0891091845,0.91
641,TYG,33.6423988342,1.0860176486,0.91
642,CSL,253.3899993896,1.0874562641,0.91
643,ETTX,2.1800000668,1.0907565796,0.91
644,NXRT,74.5526962280,1.0839403018,0.91
645,CSGS,61.3699989319,1.0895056842,0.91
646,BMY,76.1050033569,1.0833045367,0.91
647,CEG,65.1299972534,1.0862777519,0.91
648,CPLP,15.6000003815,1.0900876015,0.91
649,BMA,16.5699996948,1.0835443063,0.91
650,DAC,83.6399993896,1.0883856624,0.91
651,UVV,63.5800018311,1.0846417940,0.91
652,PFIS,52.5499992371,1.0877358717,0.91
653,OGE,41.3300018311,1.0850188288,0.91
654,VMI,262.6199951172,1.0804971389,0.90
655,TAC,11.4499998093,1.0819449458,0.90
656,SYBT,58.5900001526,1.0769564654,0.90
657,BOWL,11.6049995422,1.0787497931,0.90
658,BRFH,5.2815999985,1.0802673145,0.90
659,BSKY,9.7299995422,1.0774416563,0.90
660,BVH,27.3999996185,1.0826900734,0.90
661,BX,120.0449981689,1.0776360762,0.90
662,CAAP,6.3600001335,1.0773233919,0.90
663,SR,78.5299987793,1.0794216521,0.90
664,ASPN,17.8199996948,1.0781588852,0.90
665,CB,208.9900054932,1.0770170730,0.90
666,CBT,75.9950027466,1.0801537168,0.90
667,ISAA,9.8999996185,1.0766591979,0.90
668,JT,1.8003000021,1.0789842997,0.90
669,CCJ,25.0900001526,1.0775126457,0.90
670,CDZIP,16.9699993134,1.0830631186,0.90
671,ARTNA,49.0800018311,1.0788978434,0.90
672,ARGX,320.6300048828,1.0784297912,0.90
673,SBAC,345.8900146484,1.0804476907,0.90
674,SAFT,93.6268005371,1.0765185422,0.90
675,SAFM,200.0000000000,1.0824846138,0.90
676,ICFI,101.3399963379,1.0832289699,0.90
677,YOU,27.8899993896,1.0775888172,0.90
678,CRVL,153.3600006104,1.0767702308,0.90
679,JUGGU,9.8381004333,1.0765140650,0.90
680,DALN,6.5999999046,1.0791007057,0.90
681,PUMP,12.9200000763,1.0795575590,0.90
682,DG,228.1999969482,1.0807259341,0.90
683,DGICA,15.8950004578,1.0767365570,0.90
684,DGII,22.3600006104,1.0773578634,0.90
685,DLHC,16.3299999237,1.0829609866,0.90
686,DRAYU,9.9899997711,1.0792743884,0.90
687,DZSI,17.5000000000,1.0774489560,0.90
688,EC,15.1800003052,1.0792255234,0.90
689,PJT,74.6399993896,1.0798875433,0.90
690,EVRG,70.0699996948,1.0769890591,0.90
691,PCG,12.2899999619,1.0791041834,0.90
692,EXTN,6.0399999619,1.0828540511,0.90
693,WEC,106.4449996948,1.0803258608,0.90
694,IIIN,40.5999984741,1.0778469299,0.90
695,OMAB,58.8600006104,1.0818817071,0.90
696,OKE,66.9100036621,1.0780995532,0.90
697,OEC,19.4200000763,1.0772657946,0.90
698,NWPX,33.6899986267,1.0812253373,0.90
699,NVNOW,0.1737000048,1.0817689431,0.90
700,WF,36.0299987793,1.0796421377,0.90
701,NSP,99.9899978638,1.0810345108,0.90
702,AGRO,11.3299999237,1.0766923136,0.90
703,NBN,37.9000015259,1.0820353691,0.90
704,AEP,102.8099975586,1.0831686311,0.90
705,GLP,29.4200000763,1.0816103008,0.90
706,AEG,5.5050001144,1.0831978243,0.90
707,GPK,22.4249992371,1.0807817697,0.90
708,HAYN,38.8899993896,1.0786167100,0.90
709,HEQ,14.0594997406,1.0798176504,0.90
710,WSC,36.1650009155,1.0773382740,0.90
711,HOLX,77.0149993896,1.0780634966,0.90
712,ITCB,3.8699998856,1.0795727997,0.90
713,TREC,9.7349996567,1.0771982628,0.90
714,BBSI,74.4800033569,1.0824031184,0.90
715,BCC,81.6999969482,1.0779584050,0.90
716,TPL,1570.0300292969,1.0784468345,0.90
717,BIS,27.5701007843,1.0824617775,0.90
718,BLDR,66.5800018311,1.0773566199,0.90
719,UGIC,98.8399963379,1.0757539686,0.89
720,DOC,18.7150001526,1.0707811129,0.89
721,CMS,71.3700027466,1.0711283203,0.89
722,GER,13.1897001266,1.0727613776,0.89
723,RS,204.1499938965,1.0740329056,0.89
724,BKH,77.0400009155,1.0735564401,0.89
725,PTR,52.4900016785,1.0749090687,0.89
726,BFS,48.8600006104,1.0728800699,0.89
727,UNH,505.1700134277,1.0716026911,0.89
728,CPRX,7.2950000763,1.0719245677,0.89
729,CBZ,41.1500015259,1.0744318102,0.89
730,HCI,69.5100021362,1.0727119551,0.89
731,BJ,58.8899993896,1.0737321475,0.89
732,CRC,45.2500000000,1.0713122510,0.89
733,TLK,29.2649993896,1.0751496192,0.89
734,HAE,64.0999984741,1.0712398268,0.89
735,REDU,1.1599999666,1.0739213731,0.89
736,ADP,223.5399932861,1.0710024846,0.89
737,AEE,96.4400024414,1.0753046442,0.89
738,DAR,81.5699996948,1.0714219026,0.89
739,STRN,2.1500000954,1.0747977205,0.89
740,WELL,90.1750030518,1.0717921643,0.89
741,ES,92.7699966431,1.0760474898,0.89
742,MTEX,25.5599994659,1.0701750327,0.89
743,TMO,566.8099975586,1.0733235812,0.89
744,CDK,54.4599990845,1.0756342419,0.89
745,SXC,8.3100004196,1.0703117117,0.89
746,JKHY,187.8200073242,1.0703415776,0.89
747,BTI,44.7200012207,1.0745803176,0.89
748,T,21.3264007568,1.0741872880,0.89
749,PDFS,24.1000003815,1.0711533386,0.89
750,FBIZ,33.6500015259,1.0733853946,0.89
751,NRZ,11.2550001144,1.0736024808,0.89
752,WWE,66.6800003052,1.0710512358,0.89
753,PBIP,15.9499998093,1.0713969522,0.89
754,ENB,46.3650016785,1.0735564671,0.89
755,PFMT,2.4400999546,1.0738153392,0.89
756,EYPT,9.4399995804,1.0755020857,0.89
757,LBC,13.6700000763,1.0716735163,0.89
758,UBS,18.8700008392,1.0723915581,0.89
759,ECPG,60.4049987793,1.0716477236,0.89
760,KYN,9.4202003479,1.0746057507,0.89
761,ONDS,7.1100001335,1.0741064412,0.89
762,AZN,67.1399993896,1.0748639130,0.89
763,AIR,49.0999984741,1.0724584239,0.89
764,E,30.4599990845,1.0725148628,0.89
765,UFCS,31.4400005341,1.0717698203,0.89
766,UG,20.3481998444,1.0702134843,0.89
767,FHTX,12.9399995804,1.0742060450,0.89
768,FIX,91.1850967407,1.0712120234,0.89
769,POST,81.8450012207,1.0737934072,0.89
770,DUK,113.5999984741,1.0712789784,0.89
771,HT,11.0200004578,1.0723597947,0.89
772,ATLCP,24.2150001526,1.0723529755,0.89
773,AMCR,13.1850004196,1.0749596659,0.89
774,GCP,31.0200004578,1.0729359177,0.89
775,PPL,30.3600006104,1.0719096527,0.89
776,BSBR,7.1100001335,1.0712047857,0.89
777,FRG,39.8800010681,1.0700707337,0.89
778,ACLS,62.5200004578,1.0756850926,0.89
779,MEOH,50.2700004578,1.0744644523,0.89
780,SREV,1.4600000381,1.0745762615,0.89
781,DOX,86.7099990845,1.0646425685,0.88
782,AVT,47.8199996948,1.0651563014,0.88
783,FAAR,34.5600013733,1.0661994842,0.88
784,NXDT,15.4884996414,1.0671182943,0.88
785,TEO,5.4899997711,1.0692673252,0.88
786,HSY,211.1250000000,1.0696318351,0.88
787,KLAC,370.3299865723,1.0669371610,0.88
788,PEP,170.3999938965,1.0662701434,0.88
789,TEF,5.2649998665,1.0675075041,0.88
790,TARK,23.8899993896,1.0660067890,0.88
791,EGRX,48.6800003052,1.0653367513,0.88
792,ECCC,24.3600006104,1.0647635728,0.88
793,PKBK,24.7299995422,1.0669686993,0.88
794,NOC,468.0000000000,1.0646757197,0.88
795,PM,106.4000015259,1.0659556732,0.88
796,DWAT,12.1990003586,1.0658202664,0.88
797,DTE,133.9700012207,1.0697909593,0.88
798,AGO,58.5900001526,1.0658904247,0.88
799,WM,159.6775970459,1.0680785864,0.88
800,DGX,143.9600067139,1.0646854232,0.88
801,WTM,1247.6550292969,1.0673300475,0.88
802,AMT,261.6700134277,1.0665677766,0.88
803,BSVN,25.0000000000,1.0677318242,0.88
804,HUN,36.4399986267,1.0666937829,0.88
805,KO,64.2200012207,1.0652450961,0.88
806,AN,120.5199966431,1.0688376048,0.88
807,CVLY,23.1800003052,1.0658044215,0.88
808,CVBF,24.8400001526,1.0695702020,0.88
809,MRAM,6.1599998474,1.0696795265,0.88
810,RIG,4.1599998474,1.0684533624,0.88
811,MPAC,10.1599998474,1.0690224945,0.88
812,MO,54.3250007629,1.0660097406,0.88
813,AQNU,46.7700004578,1.0690557131,0.88
814,KMI,19.8845996857,1.0698805499,0.88
815,MKL,1391.5975341797,1.0679388543,0.88
816,WPC,84.9000015259,1.0688555624,0.88
817,RUSHB,49.6599998474,1.0684217389,0.88
818,MIST,5.8899998665,1.0688959740,0.88
819,ARES,72.0100021362,1.0677194675,0.88
820,MGI,10.0100002289,1.0690540890,0.88
821,CHRW,107.3899993896,1.0649141510,0.88
822,MATX,89.1800003052,1.0650805944,0.88
823,ITRN,24.2672996521,1.0658414376,0.88
824,SLP,48.3499984741,1.0693012502,0.88
825,TRTN,64.2640991211,1.0696115424,0.88
826,LITTU,9.8000001907,1.0680337995,0.88
827,TRP,57.4749984741,1.0645912176,0.88
828,CERN,94.5749969482,1.0678765147,0.88
829,CDNS,154.7299957275,1.0671675971,0.88
830,AXS,58.4300003052,1.0684977779,0.88
831,SNPS,320.5299987793,1.0688090178,0.88
832,TITN,27.5000000000,1.0653063024,0.88
833,SOXQ,24.5687007904,1.0691065892,0.88
834,ASR,219.5099945068,1.0652802718,0.88
835,FICVU,9.7299995422,1.0693115729,0.88
836,BWFG,35.1100006104,1.0650632493,0.88
837,ATO,117.0400009155,1.0696699563,0.88
838,FBP,14.9899997711,1.0684193979,0.88
839,PAYX,123.5699996948,1.0683306266,0.88
840,FPL,6.4899997711,1.0631147746,0.87
841,BAOS,1.2799999714,1.0604557741,0.87
842,SDH,1.8701000214,1.0641202570,0.87
843,DPG,15.6149997711,1.0605018786,0.87
844,SELF,6.0000000000,1.0634315949,0.87
845,SMLP,19.3700008392,1.0623287302,0.87
846,TRC,17.1800003052,1.0629761419,0.87
847,CI,271.1000061035,1.0609924958,0.87
848,BBIGV,1.7599999905,1.0642760562,0.87
849,ZTAQU,9.8999996185,1.0625555749,0.87
850,AMRC,61.9900016785,1.0613127673,0.87
851,WULF,3.3250000477,1.0645749539,0.87
852,TUSK,2.2400000095,1.0633297998,0.87
853,HNP,18.9083003998,1.0642772836,0.87
854,FORR,51.9599990845,1.0629663116,0.87
855,BCML,23.0400009155,1.0644558879,0.87
856,WCC,124.7750015259,1.0629213089,0.87
857,XEL,75.9248962402,1.0617928389,0.87
858,IBA,47.3450012207,1.0595688736,0.87
859,CCI,192.7649993896,1.0620266684,0.87
860,LUMN,12.5100002289,1.0635364515,0.87
861,BKI,69.5000000000,1.0637884150,0.87
862,FLN,20.7299995422,1.0629609784,0.87
863,ESLT,194.2550048828,1.0609560430,0.87
864,IBM,138.9779052734,1.0623398498,0.87
865,PAA,11.5530004501,1.0625722171,0.87
866,GPC,137.8999938965,1.0643628998,0.87
867,D,84.7802963257,1.0590022495,0.87
868,AM,10.9250001907,1.0643831272,0.87
869,DALI,27.9295005798,1.0630472184,0.87
870,PUI,37.3750000000,1.0602557670,0.87
871,MT,32.8800010681,1.0603240152,0.87
872,OGS,88.0800018311,1.0638627411,0.87
873,MAR,172.6000061035,1.0627713255,0.87
874,MAQC,10.1850004196,1.0597508553,0.87
875,AMTB,29.0900001526,1.0634722305,0.87
876,MGEE,80.2949981689,1.0641302121,0.87
877,IRS,4.6599998474,1.0611531598,0.87
878,STZ,245.0899963379,1.0616159864,0.87
879,HPQ,38.4350013733,1.0633855547,0.87
880,MANT,95.4000015259,1.0642423553,0.87
881,GSK,43.9249992371,1.0617574298,0.87
882,GSL,22.0300006866,1.0626917960,0.87
883,SKT,17.5627002716,1.0615551317,0.87
884,USPH,113.2399978638,1.0639762697,0.87
885,MRC,11.3699998856,1.0634964422,0.87
886,MRBK,31.7000007629,1.0595919595,0.87
887,DFIN,31.7299995422,1.0624466738,0.87
888,CGBD,14.2700004578,1.0616703126,0.87
889,BFRI,2.9000000954,1.0601055917,0.87
890,SLDP,9.1000003815,1.0601144890,0.87
891,AVGO,577.9299926758,1.0645313500,0.87
892,RMBS,25.0949993134,1.0642558245,0.87
893,MOH,303.1149902344,1.0594244133,0.87
894,LIN,326.6149902344,1.0637472229,0.87
895,FORM,41.9949989319,1.0617351019,0.87
896,MYRG,92.2500000000,1.0614450232,0.87
897,EVGOW,2.2999999523,1.0641649857,0.87
898,SRV,34.5000000000,1.0633908485,0.87
899,UNTY,28.3799991608,1.0581885344,0.86
900,HBANM,24.4097995758,1.0561000935,0.86
901,BKEPP,8.5999002457,1.0563850306,0.86
902,MNTK,13.1999998093,1.0573239924,0.86
903,MNSB,25.1998996735,1.0571224753,0.86
904,ROL,36.6049995422,1.0559327523,0.86
905,ACTG,4.7699999809,1.0573918737,0.86
906,MMC,159.4499969482,1.0559785791,0.86
907,MLI,54.0699996948,1.0546544494,0.86
908,OFG,28.2399997711,1.0568824636,0.86
909,DNUT,14.6800003052,1.0568333572,0.86
910,VTRS,12.0850000381,1.0576621535,0.86
911,PCB,20.5699996948,1.0551936739,0.86
912,YPF,4.6050000191,1.0583238170,0.86
913,PRGS,48.2099990845,1.0556568954,0.86
914,EXR,180.4600067139,1.0577454839,0.86
915,CLS,10.7600002289,1.0545129518,0.86
916,OPHC,4.0205998421,1.0562811799,0.86
917,CLDX,27.0400009155,1.0576995434,0.86
918,ACNB,32.9749984741,1.0587985278,0.86
919,CLBK,20.6849994659,1.0563009247,0.86
920,DOW,68.4168014526,1.0589904303,0.86
921,MERC,14.9099998474,1.0571356633,0.86
922,WLKP,28.1303005219,1.0585635701,0.86
923,NVMI,109.3399963379,1.0572829964,0.86
924,DRE,53.6250000000,1.0554629627,0.86
925,MAT,24.5249996185,1.0564170149,0.86
926,XAIR,5.8200001717,1.0556961365,0.86
927,DXR,12.4099998474,1.0553088937,0.86
928,SLAB,153.2799987793,1.0562957444,0.86
929,NVT,35.6899986267,1.0545698875,0.86
930,OSBC,15.0050001144,1.0585211328,0.86
931,L,65.1399993896,1.0546864302,0.86
932,FE,43.4500007629,1.0566840581,0.86
933,LNT,63.3400001526,1.0576698002,0.86
934,PKG,158.5899963379,1.0564383118,0.86
935,PINC,38.0643997192,1.0575249877,0.86
936,LTC,38.4905014038,1.0554161349,0.86
937,TPTA,24.0100002289,1.0564463930,0.86
938,KT,15.0450000763,1.0570692650,0.86
939,ERII,20.0990009308,1.0577899778,0.86
940,FTS,49.9599990845,1.0582503784,0.86
941,CCMP,178.3699951172,1.0554612465,0.86
942,FTRI,15.9623003006,1.0575286852,0.86
943,CCB,39.1500015259,1.0559074971,0.86
944,AIZ,179.7299957275,1.0559936371,0.86
945,CWBC,13.7500000000,1.0553433786,0.86
946,QAT,22.9699993134,1.0559047145,0.86
947,GPRK,15.7600002289,1.0561298173,0.86
948,DBI,15.7600002289,1.0579298689,0.86
949,UTL,56.3400001526,1.0547152399,0.86
950,SPKAU,10.0000000000,1.0551672903,0.86
951,RDVT,24.1900005341,1.0563762461,0.86
952,K,69.3099975586,1.0551620165,0.86
953,RGA,125.5350036621,1.0569745626,0.86
954,THW,15.7131996155,1.0575857242,0.86
955,IDA,109.5599975586,1.0570568435,0.86
956,INTG,49.9994010925,1.0557364441,0.86
957,PCSB,19.8549995422,1.0555636599,0.86
958,GIC,34.5999984741,1.0575598299,0.86
959,PAGP,12.0850000381,1.0573967584,0.86
960,TEN,16.8199996948,1.0518719927,0.85
961,ACGL,47.1949996948,1.0542574727,0.85
962,AJG,164.2949981689,1.0532815460,0.85
963,AMGN,254.6799926758,1.0533564806,0.85
964,ATSG,31.2700004578,1.0541894762,0.85
965,AVAV,95.6250000000,1.0522581714,0.85
966,BBAR,3.1700000763,1.0518205105,0.85
967,BCX,10.7200002670,1.0519684102,0.85
968,BOOT,81.0100021362,1.0519790081,0.85
969,BOX,26.7900009155,1.0517934343,0.85
970,CHEF,35.7400016785,1.0540603309,0.85
971,CMTG,20.1599998474,1.0538624656,0.85
972,CNC,83.4000015259,1.0524134144,0.85
973,COCO,12.2650003433,1.0540535633,0.85
974,COOP,43.9249992371,1.0521844154,0.85
975,CPK,135.1900024414,1.0522702247,0.85
976,ESOA,2.4600000381,1.0515994192,0.85
977,EVEX,9.3649997711,1.0514173467,0.85
978,FFNW,16.6100006104,1.0540826267,0.85
979,FLO,27.3050003052,1.0509860802,0.85
980,FMIV,9.7700004578,1.0536772038,0.85
981,GAIN,15.1149997711,1.0526229009,0.85
982,GGAL,9.4549999237,1.0531254134,0.85
983,GIS,69.4850006104,1.0529535294,0.85
984,HR,28.7900009155,1.0528326824,0.85
985,HWBK,26.3999996185,1.0509704635,0.85
986,IONS,37.2900009155,1.0543539456,0.85
987,JBL,61.4099998474,1.0507036852,0.85
988,JNJ,179.4949951172,1.0517626755,0.85
989,KBR,49.5489997864,1.0524062415,0.85
990,KEQU,14.6599998474,1.0521662159,0.85
991,KIM,23.5450000763,1.0530179326,0.85
992,LKQ,51.7750015259,1.0530489854,0.85
993,LSAK,5.2550001144,1.0521873205,0.85
994,LSI,117.7099990845,1.0533642333,0.85
995,MCLD,2.7874000072,1.0517223338,0.85
996,MGU,25.6749992371,1.0513146616,0.85
997,MNDY,113.8249969482,1.0522062713,0.85
998,MODD,4.5367999077,1.0544455847,0.85
999,MPLX,32.4664001465,1.0516239508,0.85
1000,NEXA,9.1199998856,1.0533311552,0.85
1001,NJR,46.2323989868,1.0527510128,0.85
1002,NNI,84.3899993896,1.0513285304,0.85
1003,OPBK,12.2650003433,1.0518499616,0.85
1004,ORLY,647.5900268555,1.0541165453,0.85
1005,PEG,68.8000030518,1.0530933143,0.85
1006,PFG,72.2300033569,1.0527206490,0.85
1007,POWWP,27.0550003052,1.0537874889,0.85
1008,PPH,79.8600006104,1.0545002231,0.85
1009,RHP,87.9100036621,1.0530680673,0.85
1010,RYN,41.4500007629,1.0521700075,0.85
1011,SGMA,6.6546998024,1.0524961354,0.85
1012,SITC,16.0000000000,1.0534788836,0.85
1013,SNY,55.1699981689,1.0520016151,0.85
1014,SOHON,20.0459995270,1.0517458980,0.85
1015,STE,235.1900024414,1.0508325465,0.85
1016,SUN,41.8250007629,1.0536088998,0.85
1017,TRV,176.6399993896,1.0512662770,0.85
1018,TSLA,759.4299926758,1.0542000562,0.85
1019,TVTX,23.8600006104,1.0527292882,0.85
1020,VBLT,1.9299999475,1.0521483890,0.85
1021,WBT,23.6100006104,1.0538050034,0.85
1022,LMT,448.6900024414,1.0490313774,0.84
1023,IGF,51.3199996948,1.0477778957,0.84
1024,CDL,63.1199989319,1.0458650387,0.84
1025,EIG,42.2599983215,1.0500887293,0.84
1026,BWMN,15.1549997330,1.0471362174,0.84
1027,DVY,130.3000030518,1.0481292877,0.84
1028,NVS,91.1100006104,1.0502634033,0.84
1029,HIG,71.8799972534,1.0505301034,0.84
1030,CELH,69.3799972534,1.0484144550,0.84
1031,SNP,52.9399986267,1.0472849985,0.84
1032,CTAS,394.4599914551,1.0504636079,0.84
1033,AIG,58.4900016785,1.0484815127,0.84
1034,HTD,25.6798992157,1.0498677685,0.84
1035,WY,39.8849983215,1.0459753760,0.84
1036,DRQ,31.7150001526,1.0492819018,0.84
1037,ATCOL,25.8199996948,1.0492236398,0.84
1038,MTRN,82.9899978638,1.0485441460,0.84
1039,HTA,29.7500000000,1.0490277580,0.84
1040,NSSC,19.4650001526,1.0481482985,0.84
1041,DRH,10.2899999619,1.0470663208,0.84
1042,FRPH,61.9000015259,1.0478966319,0.84
1043,HSBC,33.5149993896,1.0471256345,0.84
1044,SQQQ,47.3800010681,1.0472395483,0.84
1045,AUY,5.1963000298,1.0488002989,0.84
1046,DO,7.9949998856,1.0482968503,0.84
1047,REG,69.0400009155,1.0501764359,0.84
1048,DNP,11.4177999496,1.0459057136,0.84
1049,RBA,59.7999992371,1.0482940717,0.84
1050,SMPL,40.8250007629,1.0491397116,0.84
1051,CIO,13.8199996948,1.0476423525,0.84
1052,QUAD,4.2899999619,1.0499351855,0.84
1053,QCRH,55.6800003052,1.0506405849,0.84
1054,PSA,334.7149963379,1.0505092408,0.84
1055,BDC,57.1899986267,1.0485811723,0.84
1056,SMMF,27.1900005341,1.0499236306,0.84
1057,GPI,181.2899932861,1.0488839666,0.84
1058,KRT,19.5499992371,1.0470392720,0.84
1059,CDC,71.9516983032,1.0460227597,0.84
1060,OBT,39.1500015259,1.0492371143,0.84
1061,MRVL,60.9550018311,1.0499184076,0.84
1062,MOV,36.1899986267,1.0492324240,0.84
1063,VMD,5.8249998093,1.0490302756,0.84
1064,KDNY,15.0500001907,1.0471478128,0.84
1065,FMC,123.7500000000,1.0501910457,0.84
1066,ALL,135.8899993896,1.0491448614,0.84
1067,SAR,26.7700004578,1.0461080279,0.84
1068,OPOF,25.2000007629,1.0466756017,0.84
1069,KBWP,84.6650009155,1.0503300800,0.84
1070,MXF,15.9682998657,1.0497193777,0.84
1071,AMD,100.9800033569,1.0480858525,0.84
1072,EYES,2.1349999905,1.0506705421,0.84
1073,CAH,57.7999992371,1.0493065156,0.84
1074,FHI,34.0600013733,1.0479029990,0.84
1075,ELS,77.2200012207,1.0463505775,0.84
1076,KFFB,7.2500000000,1.0458842188,0.84
1077,IDT,28.2000007629,1.0473769767,0.84
1078,WAB,93.7699966431,1.0490640184,0.84
1079,CAJ,25.6599998474,1.0503670683,0.84
1080,LKFN,72.9700012207,1.0492486249,0.84
1081,FTNT,297.3699951172,1.0475686929,0.84
1082,LLNW,3.6400001049,1.0498664513,0.84
1083,IOSP,103.5899963379,1.0492681722,0.84
1084,THG,147.4349975586,1.0486566114,0.84
1085,BANC,19.0611000061,1.0428695393,0.83
1086,FYBR,26.7399997711,1.0420307836,0.83
1087,GGMC,9.7700004578,1.0421475769,0.83
1088,SKY,54.2722015381,1.0453074145,0.83
1089,AIT,104.0299987793,1.0430879360,0.83
1090,GET,1.8500000238,1.0433227863,0.83
1091,GD,224.8899993896,1.0443004476,0.83
1092,SIRI,6.3949999809,1.0450972359,0.83
1093,SHBI,19.8999996185,1.0428784332,0.83
1094,CHSCP,31.7500000000,1.0435816259,0.83
1095,CIG,2.4749999046,1.0452530661,0.83
1096,STRA,66.4899978638,1.0433458398,0.83
1097,CINF,127.5199966431,1.0433889167,0.83
1098,BPOPM,27.4099998474,1.0423922218,0.83
1099,BRX,24.4950008392,1.0428795718,0.83
1100,BCH,20.5400009155,1.0424286571,0.83
1101,BCE,53.8349990845,1.0445678976,0.83
1102,TPZ,14.4799995422,1.0431884038,0.83
1103,SWKH,19.1774997711,1.0425683458,0.83
1104,SANM,43.9000015259,1.0448826550,0.83
1105,NSA,53.6225013733,1.0451147515,0.83
1106,KFS,5.3800001144,1.0434914541,0.83
1107,ICD,3.9100000858,1.0450312718,0.83
1108,CPB,47.9599990845,1.0430195197,0.83
1109,CRDO,10.4700002670,1.0425904477,0.83
1110,TSVT,12.2100000381,1.0457421658,0.83
1111,CSR,84.0000000000,1.0455261845,0.83
1112,YJ,1.1399999857,1.0435844366,0.83
1113,RFP,14.7650003433,1.0444563377,0.83
1114,ACBA,10.2700004578,1.0443776997,0.83
1115,JCSE,14.0597000122,1.0456262123,0.83
1116,JBT,122.7900009155,1.0437435028,0.83
1117,LVHD,39.6599998474,1.0443051659,0.83
1118,ASLE,14.1250000000,1.0449875657,0.83
1119,KLIC,53.4658012390,1.0426450999,0.83
1120,PTRS,9.1800003052,1.0429116410,0.83
1121,PEY,22.1550006866,1.0431997738,0.83
1122,MCAFU,10.0200004578,1.0444350970,0.83
1123,DORM,100.3600006104,1.0441081345,0.83
1124,PPSI,4.7100000381,1.0451317051,0.83
1125,ACTD,9.9099998474,1.0440426190,0.83
1126,CE,158.1250000000,1.0433815814,0.83
1127,POWL,26.4200000763,1.0425895637,0.83
1128,MGIC,17.3950004578,1.0453345790,0.83
1129,EBIX,29.2000007629,1.0446924926,0.83
1130,BKCC,4.0890002251,1.0430677383,0.83
1131,UVE,12.6250000000,1.0432524793,0.83
1132,ANET,104.9499969482,1.0421347430,0.83
1133,BIP,60.3471984863,1.0440230525,0.83
1134,MMP,51.0900001526,1.0435533791,0.83
1135,MMYT,29.2700004578,1.0423990200,0.83
1136,VICI,30.8250007629,1.0430410044,0.83
1137,CFFI,51.0000000000,1.0427682345,0.83
