,symbol,close,relative_strength_sp500,rank
1514,MGRC,83.2300033569,1.0225971651,0.79
1515,RC,14.6199998856,1.0229372711,0.79
1516,HLAL,39.0600013733,1.0212672145,0.79
1517,LICY,8.0000000000,1.0218039094,0.79
1518,POWWP,26.6000003815,1.0220912549,0.79
1519,BXMT,31.2900009155,1.0216018181,0.79
1520,ATCOL,25.7099990845,1.0218679290,0.79
1521,BWMN,15.1300001144,1.0219115340,0.79
1522,PCRX,65.2699966431,1.0208950540,0.79
1523,APLE,17.1599998474,1.0228184559,0.79
1524,ALEX,20.5100002289,1.0210567581,0.79
1525,FTA,70.1100006104,1.0229331512,0.79
1526,IUS,39.1300010681,1.0220319627,0.79
1527,CCAP,17.5200004578,1.0232104061,0.79
1528,EQBK,32.5800018311,1.0216960762,0.79
1529,AB,43.3499984741,1.0214294402,0.79
1530,STN,47.8300018311,1.0217598327,0.79
1531,CNS,76.4199981689,1.0232914798,0.79
1532,NWG,5.8299999237,1.0221655939,0.79
1533,MAA,180.9400024414,1.0221930435,0.79
1534,PY,43.6199989319,1.0211441363,0.79
1535,STVN,16.9099998474,1.0218310307,0.79
1536,DXGE,34.5699996948,1.0222224892,0.79
1537,RSF,18.5300006866,1.0216548118,0.79
1538,RPM,88.8300018311,1.0216818092,0.79
1539,NMFC,13.0799999237,1.0214390607,0.79
1540,GGPI,10.1400003433,1.0215902748,0.79
1541,MSFT,274.5799865723,1.0210984441,0.79
1542,AON,278.6300048828,1.0222552063,0.79
1543,LADR,11.5500001907,1.0219096462,0.79
1544,LPX,71.8499984741,1.0213468165,0.79
1545,CPSI,33.0000000000,1.0218461598,0.79
1546,BRSP,9.0100002289,1.0232925397,0.79
1547,PNM,47.4900016785,1.0222860394,0.79
1548,LAND,26.7900009155,1.0227327759,0.79
1549,UBP,15.8599996567,1.0200560937,0.78
1550,SOXQ,24.8700008392,1.0186978228,0.78
1551,FUSB,10.8999996185,1.0205167959,0.78
1552,IGD,5.7399997711,1.0187907602,0.78
1553,GGGV,10.1350002289,1.0188113919,0.78
1554,VIASP,25.0699996948,1.0194445245,0.78
1555,DGRW,61.5699996948,1.0189463920,0.78
1556,BMO,110.0100021362,1.0191215332,0.78
1557,HII,211.8000030518,1.0190386044,0.78
1558,PLL,61.1599998474,1.0202901044,0.78
1559,ODDS,18.9050006866,1.0188218739,0.78
1560,SYY,84.3199996948,1.0206575701,0.78
1561,GACQU,10.2500000000,1.0200051333,0.78
1562,DXC,35.1300010681,1.0187225590,0.78
1563,BRLI,10.3999996185,1.0203325001,0.78
1564,GECCO,24.8999996185,1.0197288434,0.78
1565,NEU,333.6000061035,1.0195706091,0.78
1566,PFHC,18.5000000000,1.0194990024,0.78
1567,BPRN,29.8799991608,1.0190502546,0.78
1568,UROY,3.1400001049,1.0186434610,0.78
1569,POR,49.3499984741,1.0192938328,0.78
1570,UTF,27.7800006866,1.0199604562,0.78
1571,LI,26.4099998474,1.0184587772,0.78
1572,MSM,85.0599975586,1.0184452911,0.78
1573,SZC,44.4099998474,1.0189030932,0.78
1574,HIFS,323.7500000000,1.0186853096,0.78
1575,ARIZU,10.0340003967,1.0186686205,0.78
1576,CWST,73.2600021362,1.0191947159,0.78
1577,JBT,125.5100021362,1.0185198862,0.78
1578,TAP,53.9799995422,1.0198203358,0.78
1579,ACBA,10.2700004578,1.0202677505,0.78
1580,CCNE,25.2800006866,1.0199285077,0.78
1581,FORTY,93.9899978638,1.0201924965,0.78
1582,MLP,10.7500000000,1.0191569236,0.78
1583,JEPQ,49.5830001831,1.0188861537,0.78
1584,TCBC,13.1000003815,1.0186850315,0.78
1585,CRUS,84.2399978638,1.0196452007,0.78
1586,SUZ,11.3100004196,1.0195860426,0.78
1587,MGIC,17.6399993896,1.0200317468,0.78
1588,JRVR,25.2900009155,1.0206235404,0.78
1589,FOXWU,10.3900003433,1.0184077455,0.78
1590,INDB,83.7900009155,1.0195816573,0.78
1591,ZTR,9.3000001907,1.0195279385,0.78
1592,TEAF,14.6199998856,1.0200277983,0.78
1593,STWD,23.8400001526,1.0184908062,0.78
1594,ROLL,197.1900024414,1.0191086500,0.78
1595,DOOO,79.9800033569,1.0201845634,0.78
1596,AMN,98.8700027466,1.0188793561,0.78
1597,CBFV,23.4500007629,1.0188897499,0.78
1598,OXLCL,25.6299991608,1.0196633716,0.78
1599,INBK,38.9799995422,1.0192155438,0.78
1600,RILYO,25.2500000000,1.0203821746,0.78
1601,AMCI,9.9200000763,1.0195871296,0.78
1602,KBWY,23.3999996185,1.0202404650,0.78
1603,MBTC,10.1700000763,1.0199469572,0.78
1604,CFFI,50.1699981689,1.0194506472,0.78
1605,ESAB,51.4199981689,1.0200628803,0.78
1606,GPI,179.1199951172,1.0204076640,0.78
1607,REGI,61.3499984741,1.0200416311,0.78
1608,NEWTL,25.2269992828,1.0201865316,0.78
1609,VSDA,44.8979988098,1.0192910954,0.78
1610,CAH,54.5000000000,1.0197667472,0.78
1611,RDCM,11.0699996948,1.0191128155,0.78
1612,KMB,131.7899932861,1.0200632297,0.78
1613,TRI,100.7099990845,1.0205472132,0.78
1614,RBCAA,46.2500000000,1.0188155291,0.78
1615,TSCO,195.3000030518,1.0190959287,0.78
1616,VRSK,176.0000000000,1.0187977828,0.78
1617,SP,32.4599990845,1.0203525525,0.78
1618,BBDC,10.4700002670,1.0194156744,0.78
1619,GLAQ,10.2899999619,1.0183979790,0.78
1620,VR,23.8199996948,1.0202069862,0.78
1621,KWAC,10.3400001526,1.0198959034,0.78
1622,BSGA,10.1140003204,1.0194872769,0.78
1623,ECCW,25.0599994659,1.0194944206,0.78
1624,UBOH,31.6499996185,1.0200052173,0.78
1625,CCSI,50.5299987793,1.0169901254,0.77
1626,SSBI,15.6099996567,1.0170737035,0.77
1627,WSBCP,26.7999992371,1.0171256621,0.77
1628,IMCV,67.0299987793,1.0174214356,0.77
1629,SITC,15.3400001526,1.0177409198,0.77
1630,IMAQ,9.9499998093,1.0174745724,0.77
1631,SPT,59.1399993896,1.0174107491,0.77
1632,ENPC,9.9700002670,1.0180606545,0.77
1633,ATA,10.2899999619,1.0175889862,0.77
1634,ENOB,3.7200000286,1.0170361684,0.77
1635,CMG,1396.9899902344,1.0173634414,0.77
1636,FENC,5.8299999237,1.0166345173,0.77
1637,FR,53.8199996948,1.0166220931,0.77
1638,CLAQ,10.0649995804,1.0169573982,0.77
1639,ORRF,24.7500000000,1.0179195956,0.77
1640,CNTQ,10.1300001144,1.0170983041,0.77
1641,OTEC,10.0799999237,1.0169729250,0.77
1642,MCBC,9.2799997330,1.0175743224,0.77
1643,ACKIT,10.2799997330,1.0178091989,0.77
1644,MCB,77.4599990845,1.0173905508,0.77
1645,OXLCP,24.6800003052,1.0178249864,0.77
1646,MBINP,26.0499992371,1.0170473704,0.77
1647,FSFG,24.6599998474,1.0168408076,0.77
1648,CFFE,10.0900001526,1.0173539216,0.77
1649,MAQC,10.1850004196,1.0174662465,0.77
1650,CLAY,9.9499998093,1.0168634638,0.77
1651,BWAC,10.2899999619,1.0167915794,0.77
1652,FTVI,9.8400001526,1.0176651359,0.77
1653,FVC,36.9900016785,1.0180659446,0.77
1654,GACQ,10.0500001907,1.0182209404,0.77
1655,NEM,68.7900009155,1.0170786579,0.77
1656,VENA,10.2299995422,1.0182416080,0.77
1657,BRO,59.6100006104,1.0174148570,0.77
1658,PLPC,64.2600021362,1.0183662372,0.77
1659,VCKA,10.2399997711,1.0172182834,0.77
1660,CLINU,10.2299995422,1.0170208510,0.77
1661,GBRG,10.1350002289,1.0181177124,0.77
1662,NWE,60.5900001526,1.0166563144,0.77
1663,CLOEU,10.1899995804,1.0172684092,0.77
1664,AGNCN,24.6000003815,1.0170830906,0.77
1665,LARK,25.6100006104,1.0176607235,0.77
1666,LANDM,25.1900005341,1.0172123135,0.77
1667,GIW,10.0299997330,1.0172061366,0.77
1668,GJT,20.6200008392,1.0173671555,0.77
1669,GLSPT,10.1400003433,1.0172915962,0.77
1670,TTGT,73.3000030518,1.0181058851,0.77
1671,RAM,10.1099996567,1.0178524124,0.77
1672,GMS,51.2999992371,1.0182980685,0.77
1673,CHKP,129.3300018311,1.0180793110,0.77
1674,NNN,44.0099983215,1.0180018566,0.77
1675,REFI,17.2199993134,1.0172527445,0.77
1676,NMS,15.4099998474,1.0177523454,0.77
1677,TPVG,15.1000003815,1.0182203257,0.77
1678,GRCY,10.4600000381,1.0180678959,0.77
1679,NEWTZ,25.2999992371,1.0179900316,0.77
1680,TIPT,11.1800003052,1.0169588658,0.77
1681,RM,48.4300003052,1.0167539120,0.77
1682,THCA,10.2899999619,1.0165786141,0.77
1683,AMNB,36.2099990845,1.0169186318,0.77
1684,BENER,0.2300000042,1.0172870662,0.77
1685,ROIC,18.0400009155,1.0169295518,0.77
1686,BENE,10.3000001907,1.0169765985,0.77
1687,JSM,23.4500007629,1.0183355915,0.77
1688,HERD,35.0999984741,1.0167521370,0.77
1689,TCAC,9.9799995422,1.0176817341,0.77
1690,BDJ,9.6700000763,1.0183121597,0.77
1691,SAK,25.2500000000,1.0169361187,0.77
1692,APH,71.9800033569,1.0182895478,0.77
1693,SCHL,37.5299987793,1.0177890220,0.77
1694,APRN,3.4000000954,1.0182443581,0.77
1695,AAIN,24.4400005341,1.0166274090,0.77
1696,DKDCU,10.3699998856,1.0166371565,0.77
1697,DKDCA,10.2399997711,1.0174239665,0.77
1698,INKA,9.9849996567,1.0167868018,0.77
1699,SGA,22.8899993896,1.0175640344,0.77
1700,CID,32.5699996948,1.0173425960,0.77
1701,ARCB,81.0199966431,1.0169742865,0.77
1702,WDC,61.9300003052,1.0165697336,0.76
1703,TRON,9.9799995422,1.0159706197,0.76
1704,HEI,146.5899963379,1.0156704343,0.76
1705,CAS,10.0900001526,1.0161045766,0.76
1706,MBNKP,25.0200004578,1.0162427032,0.76
1707,RQI,15.0399999619,1.0158379748,0.76
1708,AKIC,9.9300003052,1.0154070871,0.76
1709,ING,11.3100004196,1.0160072713,0.76
1710,MCHP,73.3199996948,1.0155059360,0.76
1711,REVEU,10.2200002670,1.0161437651,0.76
1712,PABU,45.5219993591,1.0163066684,0.76
1713,CND,9.9200000763,1.0156038060,0.76
1714,FOXW,10.1099996567,1.0164946844,0.76
1715,CCEP,53.9700012207,1.0159612552,0.76
1716,WH,81.5800018311,1.0162911288,0.76
1717,MLAC,10.1599998474,1.0162611998,0.76
1718,FT,7.8200001717,1.0164573244,0.76
1719,SHQA,9.8699998856,1.0160447017,0.76
1720,MCAF,9.8850002289,1.0154533111,0.76
1721,HHGCU,10.5000000000,1.0160739355,0.76
1722,ETAC,9.9700002670,1.0161742256,0.76
1723,HTLFP,26.6499996185,1.0153702719,0.76
1724,FSBC,27.2299995422,1.0155439761,0.76
1725,CZNC,24.5900001526,1.0159689711,0.76
1726,NS,16.5799999237,1.0161325690,0.76
1727,DSAC,9.9499998093,1.0154035316,0.76
1728,RZA,25.0799999237,1.0153902963,0.76
1729,ALTU,9.9899997711,1.0157456377,0.76
1730,TACA,10.1000003815,1.0160887148,0.76
1731,ACKIU,10.3999996185,1.0153541915,0.76
1732,DILAU,10.1099996567,1.0163968164,0.76
1733,HPF,18.9899997711,1.0161175105,0.76
1734,QCOM,146.1999969482,1.0154581842,0.76
1735,RILYK,24.7399997711,1.0158417542,0.76
1736,ASPC,9.9099998474,1.0154239839,0.76
1737,ACTDU,10.1999998093,1.0157004990,0.76
1738,NPAB,9.8999996185,1.0159785108,0.76
1739,ITQ,9.8100004196,1.0152333538,0.76
1740,ITHXU,10.1199998856,1.0163907395,0.76
1741,ITHX,9.8599996567,1.0154230793,0.76
1742,GCV,6.0599999428,1.0162338130,0.76
1743,MPB,27.4200000763,1.0162287569,0.76
1744,USMC,39.9399986267,1.0155357771,0.76
1745,PFM,37.1899986267,1.0165117962,0.76
1746,NWFL,26.1399993896,1.0161588230,0.76
1747,AMH,38.0099983215,1.0153236428,0.76
1748,IRMD,34.1100006104,1.0160020012,0.76
1749,BCAC,10.1499996185,1.0164627932,0.76
1750,DIAX,16.3899993896,1.0165520659,0.76
1751,UPTD,10.0100002289,1.0153582582,0.76
1752,WARR,9.9250001907,1.0155862380,0.76
1753,GAPA,9.9399995804,1.0155967975,0.76
1754,TINV,10.2600002289,1.0163893945,0.76
1755,PMVC,9.9200000763,1.0158000180,0.76
1756,VTAQ,10.1800003052,1.0164522754,0.76
1757,LJAQ,9.9600000381,1.0162911536,0.76
1758,YPF,4.3699998856,1.0153640969,0.76
1759,DWIN,10.0000000000,1.0165662938,0.76
1760,SIG,62.8699989319,1.0157468735,0.76
1761,GPCO,10.0900001526,1.0153462866,0.76
1762,PLD,129.5399932861,1.0162674126,0.76
1763,AGR,47.5900001526,1.0158691406,0.76
1764,GFX,9.8669996262,1.0152834272,0.76
1765,LMAO,10.1400003433,1.0160756943,0.76
1766,SCM,12.7100000381,1.0160299221,0.76
1767,KINZ,10.0900001526,1.0160937309,0.76
1768,AVTR,33.3800010681,1.0161033087,0.76
1769,CBOE,115.5400009155,1.0165444181,0.76
1770,GLSPU,10.2500000000,1.0161637865,0.76
1771,AMP,275.6099853516,1.0164241063,0.76
1772,BY,25.1599998474,1.0163836353,0.76
1773,PEPL,10.0000000000,1.0153345037,0.76
1774,CNTQU,10.2500000000,1.0158953927,0.76
1775,LTRX,6.0199999809,1.0152612797,0.76
1776,REIT,27.5900001526,1.0157894465,0.76
1777,AHPAU,10.2480001450,1.0163166439,0.76
1778,BBIGV,1.4199999571,1.0161226581,0.76
1779,PAQC,9.8599996567,1.0156203703,0.76
1780,ASAQ,9.8999996185,1.0153897023,0.76
1781,FTEV,9.8000001907,1.0143916225,0.75
1782,FTAIO,23.8999996185,1.0150798356,0.75
1783,NBHC,41.1500015259,1.0145344079,0.75
1784,GLBLU,10.1199998856,1.0151203268,0.75
1785,GLDD,14.8000001907,1.0148886878,0.75
1786,DUNE,9.9700002670,1.0150414949,0.75
1787,KREF,20.6299991608,1.0147261384,0.75
1788,ISLE,9.9200000763,1.0145403877,0.75
1789,AWR,81.5199966431,1.0148256539,0.75
1790,PDCO,31.5799999237,1.0151027329,0.75
1791,ARW,123.3300018311,1.0143495176,0.75
1792,MAQCU,10.2100000381,1.0146193239,0.75
1793,COOL,9.8699998856,1.0147837523,0.75
1794,ALPN,9.0399999619,1.0148117003,0.75
1795,DSGX,63.2299995422,1.0149461936,0.75
1796,RCHG,9.9899997711,1.0145096090,0.75
1797,ARCC,19.7700004578,1.0143522748,0.75
1798,WTMAU,10.1999998093,1.0150364332,0.75
1799,VSACU,10.1999998093,1.0148482552,0.75
1800,CIZN,18.2999992371,1.0144703428,0.75
1801,XPAXU,9.9200000763,1.0149731693,0.75
1802,SWET,9.8249998093,1.0143915172,0.75
1803,MPAC,10.1599998474,1.0148458528,0.75
1804,MBSC,9.9949998856,1.0149381152,0.75
1805,AVAN,9.8999996185,1.0143517551,0.75
1806,AMAO,10.1009998322,1.0147113809,0.75
1807,BHSE,10.0749998093,1.0148875943,0.75
1808,KAIR,9.8350000381,1.0147546134,0.75
1809,ERES,9.9600000381,1.0149437577,0.75
1810,TMKR,9.8999996185,1.0143503943,0.75
1811,OXLCO,24.3899993896,1.0151205764,0.75
1812,GSAQ,9.9300003052,1.0151677298,0.75
1813,BGSF,12.4499998093,1.0150844440,0.75
1814,FRLAU,10.1999998093,1.0152170826,0.75
1815,OXAC,10.0200004578,1.0145113255,0.75
1816,RNR,152.5000000000,1.0149751490,0.75
1817,GWII,9.8900003433,1.0149953860,0.75
1818,SHW,269.4899902344,1.0143704188,0.75
1819,ARBG,9.8599996567,1.0149915076,0.75
1820,HCAR,9.8400001526,1.0147952075,0.75
1821,OSTR,9.8100004196,1.0143992798,0.75
1822,ZT,9.7600002289,1.0147060839,0.75
1823,FINM,9.8400001526,1.0149981495,0.75
1824,CHWA,9.9300003052,1.0150805147,0.75
1825,CNI,118.2099990845,1.0144853833,0.75
1826,AXP,169.1399993896,1.0143255788,0.75
1827,CFFEU,10.1709995270,1.0149112473,0.75
1828,EVC,5.1999998093,1.0149648062,0.75
1829,HWKN,37.2900009155,1.0144859824,0.75
1830,RY,105.7099990845,1.0150898902,0.75
1831,IVEG,24.0300006866,1.0151063311,0.75
1832,ASPA,9.9300003052,1.0151726439,0.75
1833,SMTC,64.3499984741,1.0151920882,0.75
1834,ASET,33.8209991455,1.0147566210,0.75
1835,ICCH,16.6100006104,1.0151186902,0.75
1836,SMIH,9.7100000381,1.0144971265,0.75
1837,CTAQ,9.8500003815,1.0143704393,0.75
1838,SANB,10.0649995804,1.0143709944,0.75
1839,BPOPM,26.0400009155,1.0151295668,0.75
1840,LFTR,9.8719997406,1.0144485870,0.75
1841,EFAS,15.4700002670,1.0148315474,0.75
1842,PGRW,9.8699998856,1.0145823607,0.75
1843,CENQU,10.0799999237,1.0151890765,0.75
1844,IGAC,9.8999996185,1.0143562600,0.75
1845,GAMC,9.7749996185,1.0144039995,0.75
1846,BOAC,9.9300003052,1.0145473056,0.75
1847,YLDE,40.7290000916,1.0147587555,0.75
1848,NPO,98.9499969482,1.0146433188,0.75
1849,VCKAU,10.3000001907,1.0143892059,0.75
1850,ATAX,18.5900001526,1.0144253163,0.75
1851,AEAC,9.8500003815,1.0150068545,0.75
1852,PIAI,9.9200000763,1.0147531926,0.75
1853,PUCK,9.8000001907,1.0143976107,0.75
1854,CPB,45.7500000000,1.0147110481,0.75
1855,ADOC,10.1999998093,1.0150283542,0.75
1856,PV,9.8299999237,1.0147965928,0.75
1857,LAAA,9.8999996185,1.0146581435,0.75
1858,IGNY,9.8599996567,1.0147963078,0.75
1859,PEBK,26.2399997711,1.0149449912,0.75
1860,NBST,9.7899999619,1.0137740609,0.74
1861,CLAS,9.8100004196,1.0137671858,0.74
1862,NVEI,52.2900009155,1.0139855396,0.74
1863,MTRY,10.0399999619,1.0136607606,0.74
1864,CLOE,10.1000003815,1.0142553298,0.74
1865,OCAX,10.0399999619,1.0142936692,0.74
1866,OCCIO,24.5900001526,1.0139136194,0.74
1867,OEPW,9.8000001907,1.0137812637,0.74
1868,MDH,9.7899999619,1.0142408797,0.74
1869,EDTX,10.0900001526,1.0140599976,0.74
1870,PAFO,10.0000000000,1.0139382220,0.74
1871,CALB,20.5599994659,1.0135860717,0.74
1872,BWSN,24.7600002289,1.0142745388,0.74
1873,BWBBP,24.9699993134,1.0135742907,0.74
1874,GIAC,9.9300003052,1.0135002991,0.74
1875,PIPP,9.8699998856,1.0137836037,0.74
1876,CPTK,9.8500003815,1.0135887986,0.74
1877,EVOJ,9.7910003662,1.0138100071,0.74
1878,BREZ,10.2500000000,1.0142234250,0.74
1879,PNTM,9.8249998093,1.0139856165,0.74
1880,POND,9.8400001526,1.0135444034,0.74
1881,PONO,10.1099996567,1.0138343274,0.74
1882,LIBY,10.0000000000,1.0134972371,0.74
1883,PPHP,10.0200004578,1.0134890680,0.74
1884,PRPB,9.9499998093,1.0134999576,0.74
1885,BNS,68.4000015259,1.0135056631,0.74
1886,QFTA,9.8850002289,1.0139793329,0.74
1887,RCI,51.2599983215,1.0138334479,0.74
1888,XPAX,9.7799997330,1.0142182132,0.74
1889,KLAQ,9.8100004196,1.0139715942,0.74
1890,GIACU,10.0900001526,1.0140831679,0.74
1891,BITE,9.8000001907,1.0141910629,0.74
1892,RELX,28.0799999237,1.0139858890,0.74
1893,REVE,10.1400003433,1.0140275318,0.74
1894,RILYT,24.3299999237,1.0140431192,0.74
1895,JCIC,9.8100004196,1.0137711849,0.74
1896,JATT,9.9099998474,1.0137478557,0.74
1897,IUSV,73.5000000000,1.0134911282,0.74
1898,CTBB,24.1499996185,1.0138722978,0.74
1899,RICO,10.1800003052,1.0142140526,0.74
1900,EJFA,9.9700002670,1.0138231535,0.74
1901,SDAC,9.8000001907,1.0139799120,0.74
1902,SGU,10.0000000000,1.0139099184,0.74
1903,SHC,21.9599990845,1.0138755731,0.74
1904,RVAC,9.8999996185,1.0139486120,0.74
1905,ASPAU,10.2200002670,1.0142103544,0.74
1906,HXL,58.7200012207,1.0137929858,0.74
1907,SNRH,9.8400001526,1.0141665520,0.74
1908,SPC,20.4599990845,1.0135567199,0.74
1909,ARIZ,9.8800001144,1.0135265611,0.74
1910,HPX,9.9600000381,1.0141088988,0.74
1911,DHHC,9.8100004196,1.0141874249,0.74
1912,DILA,9.7899999619,1.0137894405,0.74
1913,AQN,14.6400003433,1.0142862786,0.74
1914,SVNA,9.9799995422,1.0136926742,0.74
1915,SWAGU,10.1599998474,1.0138212969,0.74
1916,DLCA,9.8199996948,1.0139690299,0.74
1917,SWSSU,10.0200004578,1.0141174567,0.74
1918,HIGA,9.8900003433,1.0139348442,0.74
1919,APAC,9.9700002670,1.0141208816,0.74
1920,ANZU,9.7740001678,1.0137480875,0.74
1921,TBC,25.5450000763,1.0141716585,0.74
1922,DNZ,9.8100004196,1.0135544434,0.74
1923,GXII,9.7700004578,1.0142091154,0.74
1924,TGH,33.1399993896,1.0141414240,0.74
1925,TGVC,9.9799995422,1.0136857544,0.74
1926,TLGA,9.8299999237,1.0141848383,0.74
1927,GOAC,9.9499998093,1.0139147841,0.74
1928,GJS,21.2000007629,1.0141381345,0.74
1929,GJH,10.1999998093,1.0136647916,0.74
1930,GDSTU,10.1199998856,1.0136807297,0.74
1931,VGII,9.9399995804,1.0136461849,0.74
1932,EAC,9.8100004196,1.0142904196,0.74
1933,FTXG,26.5599994659,1.0139897608,0.74
1934,WRAC,10.0299997330,1.0142779255,0.74
1935,NLIT,10.1800003052,1.0139543400,0.74
1936,NOVV,10.0200004578,1.0134884867,0.74
1937,NRAC,9.8000001907,1.0136619859,0.74
1938,CFR,128.8999938965,1.0137927895,0.74
1939,CFIV,9.8299999237,1.0137611187,0.74
1940,ZWRK,9.8050003052,1.0139696795,0.74
1941,ABT,117.5100021362,1.0129223337,0.73
1942,FOUN,10.0500001907,1.0130487455,0.73
1943,GLEE,10.0500001907,1.0128526794,0.73
1944,RAMMU,10.2200002670,1.0128561748,0.73
1945,FOUNU,10.1499996185,1.0128518127,0.73
1946,EDNCU,9.9449996948,1.0127960960,0.73
1947,HYZD,21.4400005341,1.0127757788,0.73
1948,CRHC,9.9399995804,1.0131046415,0.73
1949,KKR,56.3499984741,1.0128525188,0.73
1950,CENQ,10.0299997330,1.0130607331,0.73
1951,DPRO,1.0750000477,1.0132412611,0.73
1952,CRU,9.8199996948,1.0127267628,0.73
1953,GPJA,25.0599994659,1.0130562757,0.73
1954,RIO,75.8199996948,1.0128744710,0.73
1955,FLME,9.7899999619,1.0129437221,0.73
1956,AACIU,9.9300003052,1.0131632791,0.73
1957,YUM,120.3000030518,1.0128426074,0.73
1958,TMAC,9.8000001907,1.0127342479,0.73
1959,FBK,43.1800003052,1.0127295529,0.73
1960,DRAY,9.8999996185,1.0132744201,0.73
1961,MON,9.8199996948,1.0131444745,0.73
1962,CHSCL,27.5000000000,1.0133619526,0.73
1963,SWAG,10.0100002289,1.0132862120,0.73
1964,ETB,15.5399999619,1.0130331082,0.73
1965,DHT,6.1199998856,1.0128719958,0.73
1966,SCMA,9.9300003052,1.0131375880,0.73
1967,FNLC,30.1800003052,1.0130885725,0.73
1968,IRRX,9.9600000381,1.0130859925,0.73
1969,FLYA,10.1499996185,1.0128211424,0.73
1970,IMPX,9.9200000763,1.0133172326,0.73
1971,AAQC,9.7600002289,1.0129482133,0.73
1972,ISDX,30.0000000000,1.0129182126,0.73
1973,EDAP,6.9600000381,1.0133188239,0.73
1974,AACI,9.8900003433,1.0133065850,0.73
1975,VTIP,50.8899993896,1.0132509241,0.73
1976,VTAQU,10.7150001526,1.0129757936,0.73
1977,CUBE,44.6699981689,1.0133870294,0.73
1978,FSNB,9.7799997330,1.0127287998,0.73
1979,CONX,9.8800001144,1.0129101192,0.73
1980,PCX,10.0299997330,1.0132671923,0.73
1981,MACA,9.7799997330,1.0131460303,0.73
1982,MAAQ,9.9399995804,1.0128773685,0.73
1983,LVRA,9.7980003357,1.0130804964,0.73
1984,SAGA,9.9200000763,1.0129024736,0.73
1985,ADER,9.8500003815,1.0131698419,0.73
1986,FAB,73.8099975586,1.0127796681,0.73
1987,COVA,9.8100004196,1.0133473649,0.73
1988,NAAC,9.8500003815,1.0129325185,0.73
1989,HHLA,9.8199996948,1.0128443919,0.73
1990,LOPE,88.9300003052,1.0128844161,0.73
1991,VELO,9.7899999619,1.0130458525,0.73
1992,VCXB,10.0200004578,1.0134643646,0.73
1993,LITT,9.7299995422,1.0131626136,0.73
1994,TBB,25.0599994659,1.0129490609,0.73
1995,CLRM,9.8000001907,1.0129462162,0.73
1996,AGAC,9.7899999619,1.0129531391,0.73
1997,SSSSL,25.5209999084,1.0128542218,0.73
1998,FFIC,23.0799999237,1.0130561258,0.73
1999,JMAC,10.0450000763,1.0132504231,0.73
2000,ENER,9.8599996567,1.0128040852,0.73
2001,RTL,7.6500000954,1.0127291174,0.73
2002,JOFF,9.7899999619,1.0127283190,0.73
2003,HROWL,25.2000007629,1.0132930882,0.73
2004,PRU,105.7500000000,1.0129334580,0.73
2005,LAX,9.8549995422,1.0133476721,0.73
2006,PSAG,9.7700004578,1.0127481877,0.73
2007,RNER,10.0200004578,1.0132780755,0.73
2008,EQD,9.8999996185,1.0130971667,0.73
2009,DHCA,9.7799997330,1.0132358286,0.73
2010,PTIC,9.8500003815,1.0130311317,0.73
2011,NVSA,9.7899999619,1.0127326926,0.73
2012,SLM,19.5599994659,1.0130983455,0.73
2013,IBER,9.8100004196,1.0131307509,0.73
2014,GGGVU,10.2200002670,1.0128428721,0.73
2015,BLTS,9.8800001144,1.0133559245,0.73
2016,BLKB,65.3300018311,1.0132365552,0.73
2017,CFVIU,11.1700000763,1.0133967348,0.73
2018,TWNI,9.8299999237,1.0131256135,0.73
2019,ELF,27.3099994659,1.0127650781,0.73
2020,RCC,24.8999996185,1.0125987140,0.72
2021,INAQ,9.8400001526,1.0122855769,0.72
2022,INBKZ,25.1900005341,1.0126962744,0.72
2023,SHAC,9.8100004196,1.0127170359,0.72
2024,FATP,9.8750000000,1.0122994284,0.72
2025,NMMC,9.8900003433,1.0124993937,0.72
2026,AXH,10.0200004578,1.0122488471,0.72
2027,SCOA,9.8400001526,1.0122971009,0.72
2028,NOAC,9.8599996567,1.0124388376,0.72
2029,SWSS,9.8800001144,1.0123879966,0.72
2030,AOGO,9.9799995422,1.0122570060,0.72
2031,HHGC,9.9700002670,1.0122551600,0.72
2032,HERA,9.8000001907,1.0123389009,0.72
2033,HCII,9.8199996948,1.0122334710,0.72
2034,FLAC,9.8500003815,1.0123204371,0.72
2035,TEKK,9.8999996185,1.0125039744,0.72
2036,JWSM,9.8299999237,1.0124056388,0.72
2037,KAII,9.8000001907,1.0125051782,0.72
2038,BGSX,9.7700004578,1.0125332223,0.72
2039,TLGY,9.9700002670,1.0124872344,0.72
2040,TMPM,9.8900003433,1.0122877091,0.72
2041,EPWR,9.8100004196,1.0122955274,0.72
2042,RGEN,172.3600006104,1.0122721849,0.72
2043,TPG,29.0000000000,1.0123176762,0.72
2044,TRCA,9.7799997330,1.0127266536,0.72
2045,GPAC,9.8299999237,1.0123205830,0.72
2046,RCLF,9.7799997330,1.0125596869,0.72
2047,ALSN,40.6699981689,1.0124665595,0.72
2048,CLH,95.8600006104,1.0125293310,0.72
2049,CREC,9.9350004196,1.0122667454,0.72
2050,KRNL,9.8000001907,1.0123103924,0.72
2051,BLEU,9.7600002289,1.0123146615,0.72
2052,KSI,9.7500000000,1.0123361004,0.72
2053,BLNG,9.8100004196,1.0125227269,0.72
2054,GIA,10.0100002289,1.0126559353,0.72
2055,UBSI,37.5299987793,1.0123865533,0.72
2056,AHPA,10.1099996567,1.0126217909,0.72
